study_accession	sample_accession	field	ena_value	filled_value	source
PRJEB46655	SAMEA8997887	country		South Africa	whole_field
PRJEB46655	SAMEA8997894	country		South Africa	whole_field
PRJEB46655	SAMEA8997897	country		South Africa	whole_field
PRJEB46655	SAMEA8997901	country		South Africa	whole_field
PRJEB46655	SAMEA8997903	country		South Africa	whole_field
PRJEB46655	SAMEA8997904	country		South Africa	whole_field
PRJEB46655	SAMEA8997905	country		South Africa	whole_field
PRJEB46655	SAMEA8997908	country		South Africa	whole_field
PRJEB46655	SAMEA8997913	country		South Africa	whole_field
PRJEB46655	SAMEA8997919	country		South Africa	whole_field
PRJEB46655	SAMEA8997926	country		South Africa	whole_field
PRJEB46655	SAMEA8997932	country		South Africa	whole_field
PRJEB46655	SAMEA8997933	country		South Africa	whole_field
PRJEB46655	SAMEA8997935	country		South Africa	whole_field
PRJEB46655	SAMEA8997936	country		South Africa	whole_field
PRJEB46655	SAMEA8997937	country		South Africa	whole_field
PRJEB46655	SAMEA8997939	country		South Africa	whole_field
PRJEB46655	SAMEA8997942	country		South Africa	whole_field
PRJEB46655	SAMEA8997884	country		South Africa	whole_field
PRJEB46655	SAMEA8997885	country		South Africa	whole_field
PRJEB46655	SAMEA8997888	country		South Africa	whole_field
PRJEB46655	SAMEA8997890	country		South Africa	whole_field
PRJEB46655	SAMEA8997891	country		South Africa	whole_field
PRJEB46655	SAMEA8997893	country		South Africa	whole_field
PRJEB46655	SAMEA8997895	country		South Africa	whole_field
PRJEB46655	SAMEA8997896	country		South Africa	whole_field
PRJEB46655	SAMEA8997898	country		South Africa	whole_field
PRJEB46655	SAMEA8997899	country		South Africa	whole_field
PRJEB46655	SAMEA8997902	country		South Africa	whole_field
PRJEB46655	SAMEA8997906	country		South Africa	whole_field
PRJEB46655	SAMEA8997909	country		South Africa	whole_field
PRJEB46655	SAMEA8997910	country		South Africa	whole_field
PRJEB46655	SAMEA8997911	country		South Africa	whole_field
PRJEB46655	SAMEA8997912	country		South Africa	whole_field
PRJEB46655	SAMEA8997914	country		South Africa	whole_field
PRJEB46655	SAMEA8997917	country		South Africa	whole_field
PRJEB46655	SAMEA8997918	country		South Africa	whole_field
PRJEB46655	SAMEA8997923	country		South Africa	whole_field
PRJEB46655	SAMEA8997924	country		South Africa	whole_field
PRJEB46655	SAMEA8997928	country		South Africa	whole_field
PRJEB46655	SAMEA8997929	country		South Africa	whole_field
PRJEB46655	SAMEA8997930	country		South Africa	whole_field
PRJEB46655	SAMEA8997931	country		South Africa	whole_field
PRJEB46655	SAMEA8997934	country		South Africa	whole_field
PRJEB46655	SAMEA8997938	country		South Africa	whole_field
PRJEB46655	SAMEA8997941	country		South Africa	whole_field
PRJEB46655	SAMEA8997944	country		South Africa	whole_field
PRJEB46655	SAMEA8997886	country		South Africa	whole_field
PRJEB46655	SAMEA8997889	country		South Africa	whole_field
PRJEB46655	SAMEA8997892	country		South Africa	whole_field
PRJEB46655	SAMEA8997900	country		South Africa	whole_field
PRJEB46655	SAMEA8997907	country		South Africa	whole_field
PRJEB46655	SAMEA8997915	country		South Africa	whole_field
PRJEB46655	SAMEA8997916	country		South Africa	whole_field
PRJEB46655	SAMEA8997920	country		South Africa	whole_field
PRJEB46655	SAMEA8997921	country		South Africa	whole_field
PRJEB46655	SAMEA8997922	country		South Africa	whole_field
PRJEB46655	SAMEA8997925	country		South Africa	whole_field
PRJEB46655	SAMEA8997927	country		South Africa	whole_field
PRJEB46655	SAMEA8997940	country		South Africa	whole_field
PRJEB46655	SAMEA8997943	country		South Africa	whole_field
PRJEB49334	SAMEA14357457	country		Singapore	whole_field
PRJEB49334	SAMEA14357464	country		Singapore	whole_field
PRJEB49334	SAMEA14357409	country		Singapore	whole_field
PRJEB49334	SAMEA14357422	country		Singapore	whole_field
PRJEB49334	SAMEA14357407	country		Singapore	whole_field
PRJEB49334	SAMEA14357476	country		Singapore	whole_field
PRJEB49334	SAMEA14357402	country		Singapore	whole_field
PRJEB49334	SAMEA14357466	country		Singapore	whole_field
PRJEB49334	SAMEA14357472	country		Singapore	whole_field
PRJEB49334	SAMEA14357459	country		Singapore	whole_field
PRJEB49334	SAMEA14357469	country		Singapore	whole_field
PRJEB49334	SAMEA14357396	country		Singapore	whole_field
PRJEB49334	SAMEA14357448	country		Singapore	whole_field
PRJEB49334	SAMEA14357468	country		Singapore	whole_field
PRJEB49334	SAMEA14357419	country		Singapore	whole_field
PRJEB49334	SAMEA14357371	country		Singapore	whole_field
PRJEB49334	SAMEA14357374	country		Singapore	whole_field
PRJEB49334	SAMEA14357452	country		Singapore	whole_field
PRJEB49334	SAMEA14357406	country		Singapore	whole_field
PRJEB49334	SAMEA14357454	country		Singapore	whole_field
PRJEB49334	SAMEA14357372	country		Singapore	whole_field
PRJEB49334	SAMEA14357463	country		Singapore	whole_field
PRJEB49334	SAMEA14357404	country		Singapore	whole_field
PRJEB49334	SAMEA14357401	country		Singapore	whole_field
PRJEB49334	SAMEA14357433	country		Singapore	whole_field
PRJEB49334	SAMEA14357461	country		Singapore	whole_field
PRJEB49334	SAMEA14357421	country		Singapore	whole_field
PRJEB49334	SAMEA14357400	country		Singapore	whole_field
PRJEB49334	SAMEA14357450	country		Singapore	whole_field
PRJEB49334	SAMEA14357369	country		Singapore	whole_field
PRJEB49334	SAMEA14357366	country		Singapore	whole_field
PRJEB49334	SAMEA14357423	country		Singapore	whole_field
PRJEB49334	SAMEA14357398	country		Singapore	whole_field
PRJEB49334	SAMEA14357462	country		Singapore	whole_field
PRJEB49334	SAMEA14357375	country		Singapore	whole_field
PRJEB49334	SAMEA14357424	country		Singapore	whole_field
PRJEB49334	SAMEA14357435	country		Singapore	whole_field
PRJEB49334	SAMEA14357460	country		Singapore	whole_field
PRJEB49334	SAMEA14357346	country		Singapore	whole_field
PRJNA592157	SAMN13412868	country		Peru	whole_field
PRJNA592157	SAMN13412866	country		Peru	whole_field
PRJNA592157	SAMN13412862	country		Peru	whole_field
PRJNA592157	SAMN13412816	country		Peru	whole_field
PRJNA592157	SAMN13412860	country		Peru	whole_field
PRJNA592157	SAMN13412857	country		Peru	whole_field
PRJNA592157	SAMN13412856	country		Peru	whole_field
PRJNA592157	SAMN13412855	country		Peru	whole_field
PRJNA592157	SAMN13412850	country		Peru	whole_field
PRJNA592157	SAMN13412847	country		Peru	whole_field
PRJNA592157	SAMN13412846	country		Peru	whole_field
PRJNA592157	SAMN13412838	country		Peru	whole_field
PRJNA592157	SAMN13412836	country		Peru	whole_field
PRJNA592157	SAMN13412833	country		Peru	whole_field
PRJNA592157	SAMN13412832	country		Peru	whole_field
PRJNA592157	SAMN13412829	country		Peru	whole_field
PRJNA592157	SAMN13412826	country		Peru	whole_field
PRJNA592157	SAMN13412825	country		Peru	whole_field
PRJNA592157	SAMN13412821	country		Peru	whole_field
PRJNA592157	SAMN13412811	country		Peru	whole_field
PRJNA592157	SAMN13412819	country		Peru	whole_field
PRJNA592157	SAMN13412818	country		Peru	whole_field
PRJNA592157	SAMN13412867	country		Peru	whole_field
PRJNA592157	SAMN13412865	country		Peru	whole_field
PRJNA592157	SAMN13412864	country		Peru	whole_field
PRJNA592157	SAMN13412863	country		Peru	whole_field
PRJNA592157	SAMN13412861	country		Peru	whole_field
PRJNA592157	SAMN13412859	country		Peru	whole_field
PRJNA592157	SAMN13412854	country		Peru	whole_field
PRJNA592157	SAMN13412853	country		Peru	whole_field
PRJNA592157	SAMN13412845	country		Peru	whole_field
PRJNA592157	SAMN13412844	country		Peru	whole_field
PRJNA592157	SAMN13412843	country		Peru	whole_field
PRJNA592157	SAMN13412842	country		Peru	whole_field
PRJNA592157	SAMN13412839	country		Peru	whole_field
PRJNA592157	SAMN13412835	country		Peru	whole_field
PRJNA592157	SAMN13412834	country		Peru	whole_field
PRJNA592157	SAMN13412831	country		Peru	whole_field
PRJNA592157	SAMN13412813	country		Peru	whole_field
PRJNA592157	SAMN13412830	country		Peru	whole_field
PRJNA592157	SAMN13412828	country		Peru	whole_field
PRJNA592157	SAMN13412822	country		Peru	whole_field
PRJNA592157	SAMN13412812	country		Peru	whole_field
PRJNA592157	SAMN13412820	country		Peru	whole_field
PRJNA592157	SAMN13412817	country		Peru	whole_field
PRJNA592157	SAMN13412858	country		Peru	whole_field
PRJNA592157	SAMN13412852	country		Peru	whole_field
PRJNA592157	SAMN13412851	country		Peru	whole_field
PRJNA592157	SAMN13412815	country		Peru	whole_field
PRJNA592157	SAMN13412849	country		Peru	whole_field
PRJNA592157	SAMN13412848	country		Peru	whole_field
PRJNA592157	SAMN13412841	country		Peru	whole_field
PRJNA592157	SAMN13412814	country		Peru	whole_field
PRJNA592157	SAMN13412840	country		Peru	whole_field
PRJNA592157	SAMN13412837	country		Peru	whole_field
PRJNA592157	SAMN13412827	country		Peru	whole_field
PRJNA592157	SAMN13412824	country		Peru	whole_field
PRJNA592157	SAMN13412823	country		Peru	whole_field
PRJNA643814	SAMN15437787	country		Italy	whole_field
PRJNA643814	SAMN15437778	country		Italy	whole_field
PRJNA643814	SAMN15437750	country		Italy	whole_field
PRJNA643814	SAMN15437751	country		Italy	whole_field
PRJNA643814	SAMN15437777	country		Italy	whole_field
PRJNA643814	SAMN15437764	country		Italy	whole_field
PRJNA643814	SAMN15437765	country		Italy	whole_field
PRJNA643814	SAMN15437768	country		Italy	whole_field
PRJNA643814	SAMN15437770	country		Italy	whole_field
PRJNA643814	SAMN15437776	country		Italy	whole_field
PRJNA643814	SAMN15437780	country		Italy	whole_field
PRJNA643814	SAMN15437783	country		Italy	whole_field
PRJNA643814	SAMN15437796	country		Italy	whole_field
PRJNA643814	SAMN15437789	country		Italy	whole_field
PRJNA643814	SAMN15437747	country		Italy	whole_field
PRJNA643814	SAMN15437791	country		Italy	whole_field
PRJNA643814	SAMN15437753	country		Italy	whole_field
PRJNA643814	SAMN15437754	country		Italy	whole_field
PRJNA643814	SAMN15437755	country		Italy	whole_field
PRJNA643814	SAMN15437758	country		Italy	whole_field
PRJNA643814	SAMN15437759	country		Italy	whole_field
PRJNA643814	SAMN15437760	country		Italy	whole_field
PRJNA643814	SAMN15437761	country		Italy	whole_field
PRJNA643814	SAMN15437792	country		Italy	whole_field
PRJNA643814	SAMN15437766	country		Italy	whole_field
PRJNA643814	SAMN15437769	country		Italy	whole_field
PRJNA643814	SAMN15437771	country		Italy	whole_field
PRJNA643814	SAMN15437772	country		Italy	whole_field
PRJNA643814	SAMN15437793	country		Italy	whole_field
PRJNA643814	SAMN15437774	country		Italy	whole_field
PRJNA643814	SAMN15437775	country		Italy	whole_field
PRJNA643814	SAMN15437782	country		Italy	whole_field
PRJNA643814	SAMN15437785	country		Italy	whole_field
PRJNA643814	SAMN15437794	country		Italy	whole_field
PRJNA643814	SAMN15437795	country		Italy	whole_field
PRJNA643814	SAMN15437788	country		Italy	whole_field
PRJNA643814	SAMN15437790	country		Italy	whole_field
PRJNA643814	SAMN15437746	country		Italy	whole_field
PRJNA643814	SAMN15437748	country		Italy	whole_field
PRJNA643814	SAMN15437749	country		Italy	whole_field
PRJNA643814	SAMN15437752	country		Italy	whole_field
PRJNA643814	SAMN15437756	country		Italy	whole_field
PRJNA643814	SAMN15437757	country		Italy	whole_field
PRJNA643814	SAMN15437762	country		Italy	whole_field
PRJNA643814	SAMN15437767	country		Italy	whole_field
PRJNA643814	SAMN15437773	country		Italy	whole_field
PRJNA643814	SAMN15437781	country		Italy	whole_field
PRJNA643814	SAMN15437784	country		Italy	whole_field
PRJEB49334	SAMEA110452469	country		Singapore	whole_field
PRJEB49334	SAMEA110452471	country		Singapore	whole_field
PRJEB49334	SAMEA110452489	country		Singapore	whole_field
PRJEB49334	SAMEA110452473	country		Singapore	whole_field
PRJEB49334	SAMEA110452474	country		Singapore	whole_field
PRJEB51225	SAMEA13206823	country		South East Wales, UK	per_sample
PRJEB51225	SAMEA13206799	country		South East Wales, UK	per_sample
PRJEB51225	SAMEA13206798	country		South East Wales, UK	per_sample
PRJEB51225	SAMEA13206797	country		South West Wales, UK	per_sample
PRJEB51225	SAMEA13206805	country		South East Wales, UK	per_sample
PRJEB51225	SAMEA13206808	country		South East Wales, UK	per_sample
PRJEB51225	SAMEA13206811	country		South East Wales, UK	per_sample
PRJEB51225	SAMEA13206812	country		South East Wales, UK	per_sample
PRJEB51225	SAMEA13206835	country		South East Wales, UK	per_sample
PRJEB51225	SAMEA13206837	country		West Wales, UK	per_sample
PRJEB51225	SAMEA13206828	country		West Wales, UK	per_sample
PRJEB51225	SAMEA13206816	country		South East Wales, UK	per_sample
PRJEB51224	SAMEA13206930	country		France	per_sample
PRJEB51224	SAMEA13206939	country		France	per_sample
PRJEB51224	SAMEA13206940	country		France	per_sample
PRJEB51224	SAMEA13206945	country		France	per_sample
PRJEB51224	SAMEA13206947	country		France	per_sample
PRJEB51224	SAMEA13206959	country		France	per_sample
PRJEB51224	SAMEA13206961	country		France	per_sample
PRJEB51224	SAMEA13206964	country		France	per_sample
PRJEB51224	SAMEA13206966	country		France	per_sample
PRJEB51224	SAMEA13206892	country		France	per_sample
PRJEB51224	SAMEA13206898	country		France	per_sample
PRJEB51224	SAMEA13206900	country		France	per_sample
PRJEB51224	SAMEA13206903	country		France	per_sample
PRJEB51224	SAMEA13206906	country		France	per_sample
PRJEB51224	SAMEA13206911	country		France	per_sample
PRJEB51224	SAMEA13206912	country		France	per_sample
PRJEB51224	SAMEA13206918	country		France	per_sample
PRJEB51224	SAMEA13206922	country		France	per_sample
PRJEB49334	SAMEA110452461	country		Singapore	whole_field
PRJEB49334	SAMEA110452466	country		Singapore	whole_field
PRJEB49334	SAMEA110452488	country		Singapore	whole_field
PRJEB51225	SAMEA13206787	country		South East Wales, UK	per_sample
PRJEB51225	SAMEA13206831	country		South West Wales, UK	per_sample
PRJEB51225	SAMEA13206830	country		South West Wales, UK	per_sample
PRJEB51225	SAMEA13206802	country		South East Wales, UK	per_sample
PRJEB51225	SAMEA13206794	country		South West Wales, UK	per_sample
PRJEB51225	SAMEA13206800	country		South East Wales, UK	per_sample
PRJEB51225	SAMEA13206792	country		South East Wales, UK	per_sample
PRJEB51225	SAMEA13206803	country		South East Wales, UK	per_sample
PRJEB51225	SAMEA13206804	country		South East Wales, UK	per_sample
PRJEB51225	SAMEA13206788	country		South East Wales, UK	per_sample
PRJEB51225	SAMEA13206809	country		South East Wales, UK	per_sample
PRJEB51225	SAMEA13206822	country		South East Wales, UK	per_sample
PRJEB51225	SAMEA13206834	country		South East Wales, UK	per_sample
PRJEB51225	SAMEA13206827	country		South East Wales, UK	per_sample
PRJEB51225	SAMEA13206825	country		South East Wales, UK	per_sample
PRJEB51225	SAMEA13206829	country		South East Wales, UK	per_sample
PRJEB51225	SAMEA13206819	country		South East Wales, UK	per_sample
PRJEB51225	SAMEA13206814	country		South East Wales, UK	per_sample
PRJEB51225	SAMEA13206817	country		South East Wales, UK	per_sample
PRJEB51224	SAMEA13206925	country		France	per_sample
PRJEB51224	SAMEA13206926	country		France	per_sample
PRJEB51224	SAMEA13206936	country		France	per_sample
PRJEB51224	SAMEA13206938	country		France	per_sample
PRJEB51224	SAMEA13206943	country		France	per_sample
PRJEB51224	SAMEA13206944	country		France	per_sample
PRJEB51224	SAMEA13206946	country		France	per_sample
PRJEB51224	SAMEA13206956	country		France	per_sample
PRJEB51224	SAMEA13206955	country		France	per_sample
PRJEB51224	SAMEA13206958	country		France	per_sample
PRJEB51224	SAMEA13206960	country		France	per_sample
PRJEB51224	SAMEA13206962	country		France	per_sample
PRJEB51224	SAMEA13206893	country		France	per_sample
PRJEB51224	SAMEA13206899	country		France	per_sample
PRJEB51224	SAMEA13206902	country		France	per_sample
PRJEB51224	SAMEA13206904	country		France	per_sample
PRJEB51224	SAMEA13206909	country		France	per_sample
PRJEB51224	SAMEA13206908	country		France	per_sample
PRJEB51224	SAMEA13206914	country		France	per_sample
PRJEB51224	SAMEA13206915	country		France	per_sample
PRJEB51224	SAMEA13206919	country		France	per_sample
PRJEB51224	SAMEA13206924	country		France	per_sample
PRJEB51224	SAMEA13206923	country		France	per_sample
PRJEB51224	SAMEA13206970	country		France	per_sample
PRJEB51224	SAMEA13206968	country		France	per_sample
PRJEB51224	SAMEA13206973	country		France	per_sample
PRJEB51224	SAMEA13206975	country		France	per_sample
PRJEB51224	SAMEA13206979	country		France	per_sample
PRJEB51224	SAMEA13206976	country		France	per_sample
PRJEB51224	SAMEA13206982	country		France	per_sample
PRJNA918858	SAMN32610091	country		Spain	whole_field
PRJNA918858	SAMN32610090	country		Spain	whole_field
PRJNA918858	SAMN32610089	country		Spain	whole_field
PRJNA918858	SAMN32610088	country		Spain	whole_field
PRJNA918858	SAMN32610133	country		Spain	whole_field
PRJNA918858	SAMN32610087	country		Spain	whole_field
PRJNA918858	SAMN32610131	country		Spain	whole_field
PRJNA918858	SAMN32610130	country		Spain	whole_field
PRJNA918858	SAMN32610127	country		Spain	whole_field
PRJNA918858	SAMN32610126	country		Spain	whole_field
PRJNA918858	SAMN32610124	country		Spain	whole_field
PRJNA918858	SAMN32610123	country		Spain	whole_field
PRJNA918858	SAMN32610122	country		Spain	whole_field
PRJNA918858	SAMN32610086	country		Spain	whole_field
PRJNA918858	SAMN32610117	country		Spain	whole_field
PRJNA918858	SAMN32610114	country		Spain	whole_field
PRJNA918858	SAMN32610111	country		Spain	whole_field
PRJNA918858	SAMN32610110	country		Spain	whole_field
PRJNA918858	SAMN32610109	country		Spain	whole_field
PRJNA918858	SAMN32610107	country		Spain	whole_field
PRJNA918858	SAMN32610105	country		Spain	whole_field
PRJNA918858	SAMN32610103	country		Spain	whole_field
PRJNA918858	SAMN32610102	country		Spain	whole_field
PRJNA918858	SAMN32610084	country		Spain	whole_field
PRJNA918858	SAMN32610100	country		Spain	whole_field
PRJNA918858	SAMN32610099	country		Spain	whole_field
PRJNA918858	SAMN32610083	country		Spain	whole_field
PRJNA918858	SAMN32610082	country		Spain	whole_field
PRJNA918858	SAMN32610135	country		Spain	whole_field
PRJNA918858	SAMN32610134	country		Spain	whole_field
PRJNA918858	SAMN32610129	country		Spain	whole_field
PRJNA918858	SAMN32610120	country		Spain	whole_field
