study_accession	sample_accession	field	ena_value	applied_value	method	evidence
PRJEB35018	SAMEA6153391	country		Netherlands	whole_field	
PRJEB35018	SAMEA6153393	country		Netherlands	whole_field	
PRJEB38650	SAMEA6933427	country		Singapore	whole_field	
PRJEB38650	SAMEA6933428	country		Singapore	whole_field	
PRJEB38650	SAMEA6933432	country		Singapore	whole_field	
PRJEB38650	SAMEA6933433	country		Singapore	whole_field	
PRJEB38650	SAMEA6933434	country		Singapore	whole_field	
PRJEB38650	SAMEA6933435	country		Singapore	whole_field	
PRJEB38650	SAMEA6933436	country		Singapore	whole_field	
PRJEB38650	SAMEA6933439	country		Singapore	whole_field	
PRJEB38650	SAMEA6933442	country		Singapore	whole_field	
PRJEB38650	SAMEA6933443	country		Singapore	whole_field	
PRJEB38650	SAMEA6933444	country		Singapore	whole_field	
PRJEB38650	SAMEA6933445	country		Singapore	whole_field	
PRJEB38650	SAMEA6933447	country		Singapore	whole_field	
PRJEB38650	SAMEA6933429	country		Singapore	whole_field	
PRJEB38650	SAMEA6933425	country		Singapore	whole_field	
PRJEB38650	SAMEA6933426	country		Singapore	whole_field	
PRJEB38650	SAMEA6933430	country		Singapore	whole_field	
PRJEB38650	SAMEA6933431	country		Singapore	whole_field	
PRJEB38650	SAMEA6933437	country		Singapore	whole_field	
PRJEB38650	SAMEA6933438	country		Singapore	whole_field	
PRJEB38650	SAMEA6933440	country		Singapore	whole_field	
PRJEB38650	SAMEA6933441	country		Singapore	whole_field	
PRJEB38650	SAMEA6933446	country		Singapore	whole_field	
PRJEB42167	SAMEA8996315	country		Germany	whole_field	
PRJEB42167	SAMEA8996319	country		Germany	whole_field	
PRJEB42167	SAMEA8996322	country		Germany	whole_field	
PRJEB42167	SAMEA8996326	country		Germany	whole_field	
PRJEB42167	SAMEA8996327	country		Germany	whole_field	
PRJEB42167	SAMEA8996329	country		Germany	whole_field	
PRJEB42167	SAMEA8996333	country		Germany	whole_field	
PRJEB42167	SAMEA8996334	country		Germany	whole_field	
PRJEB42167	SAMEA8996313	country		Germany	whole_field	
PRJEB42167	SAMEA8996316	country		Germany	whole_field	
PRJEB42167	SAMEA8996317	country		Germany	whole_field	
PRJEB42167	SAMEA8996321	country		Germany	whole_field	
PRJEB42167	SAMEA8996323	country		Germany	whole_field	
PRJEB42167	SAMEA8996325	country		Germany	whole_field	
PRJEB42167	SAMEA8996328	country		Germany	whole_field	
PRJEB42167	SAMEA8996330	country		Germany	whole_field	
PRJEB42167	SAMEA8996332	country		Germany	whole_field	
PRJEB42167	SAMEA8996335	country		Germany	whole_field	
PRJEB42167	SAMEA8996314	country		Germany	whole_field	
PRJEB42167	SAMEA8996318	country		Germany	whole_field	
PRJEB42167	SAMEA8996320	country		Germany	whole_field	
PRJEB42167	SAMEA8996324	country		Germany	whole_field	
PRJEB42167	SAMEA8996331	country		Germany	whole_field	
PRJNA608440	SAMN15690282	country		USA	whole_field	
PRJNA608440	SAMN15690280	country		USA	whole_field	
PRJNA608440	SAMN15690276	country		USA	whole_field	
PRJNA608440	SAMN15690275	country		USA	whole_field	
PRJNA608440	SAMN15690281	country		USA	whole_field	
PRJNA608440	SAMN15690279	country		USA	whole_field	
PRJNA608440	SAMN15690283	country		USA	whole_field	
PRJNA608440	SAMN15690278	country		USA	whole_field	
PRJNA608440	SAMN15690277	country		USA	whole_field	
PRJNA608440	SAMN15690274	country		USA	whole_field	
PRJNA670748	SAMN16520443	country		USA	whole_field	
PRJNA670748	SAMN16520442	country		USA	whole_field	
PRJNA670748	SAMN16520440	country		USA	whole_field	
PRJNA670748	SAMN16520446	country		USA	whole_field	
PRJNA670748	SAMN16520444	country		USA	whole_field	
PRJNA670748	SAMN16520441	country		USA	whole_field	
PRJNA670748	SAMN16520447	country		USA	whole_field	
PRJNA670748	SAMN16520435	country		USA	whole_field	
PRJNA744890	SAMN20121915	country		India	whole_field	
PRJNA744890	SAMN20121913	country		India	whole_field	
PRJNA744890	SAMN20121912	country		India	whole_field	
PRJNA744890	SAMN20121916	country		India	whole_field	
PRJNA744890	SAMN20121914	country		India	whole_field	
PRJNA757582	SAMN20968564	country		India	whole_field	
PRJNA757582	SAMN20968574	country		India	whole_field	
PRJNA757582	SAMN20968573	country		India	whole_field	
PRJNA757582	SAMN20968568	country		India	whole_field	
PRJNA757582	SAMN20968557	country		India	whole_field	
PRJNA757582	SAMN20968562	country		India	whole_field	
PRJNA757582	SAMN20968579	country		India	whole_field	
PRJNA757582	SAMN20968572	country		India	whole_field	
PRJNA757582	SAMN20968567	country		India	whole_field	
PRJNA757582	SAMN20968565	country		India	whole_field	
PRJNA757582	SAMN20968563	country		India	whole_field	
PRJNA757582	SAMN20968561	country		India	whole_field	
PRJNA757582	SAMN20968560	country		India	whole_field	
PRJNA757582	SAMN20968559	country		India	whole_field	
PRJNA757582	SAMN20968578	country		India	whole_field	
PRJNA757582	SAMN20968577	country		India	whole_field	
PRJNA757582	SAMN20968576	country		India	whole_field	
PRJNA757582	SAMN20968575	country		India	whole_field	
PRJNA757582	SAMN20968571	country		India	whole_field	
PRJNA757582	SAMN20968569	country		India	whole_field	
PRJNA757582	SAMN20968558	country		India	whole_field	
PRJNA786742	SAMN23771434	country		USA	whole_field	
PRJNA786742	SAMN23771386	country		USA	whole_field	
PRJNA786742	SAMN23771385	country		USA	whole_field	
PRJNA786742	SAMN23771384	country		USA	whole_field	
PRJNA786742	SAMN23771447	country		USA	whole_field	
PRJNA786742	SAMN23771432	country		USA	whole_field	
PRJNA786742	SAMN23771429	country		USA	whole_field	
PRJNA786742	SAMN23771424	country		USA	whole_field	
PRJNA786742	SAMN23771387	country		USA	whole_field	
PRJNA786742	SAMN23719918	country		USA	whole_field	
PRJEB45397	SAMEA111347123	country		Australia	whole_field	
PRJEB45397	SAMEA111347137	country		Australia	whole_field	
PRJNA670748	SAMN16520438	country		USA	whole_field	
PRJNA670748	SAMN16520437	country		USA	whole_field	
PRJNA670748	SAMN16520448	country		USA	whole_field	
PRJNA670748	SAMN16520445	country		USA	whole_field	
PRJNA670748	SAMN16520436	country		USA	whole_field	
PRJNA919159	SAMN32622356	country		China	whole_field	
PRJNA919159	SAMN32622355	country		China	whole_field	
PRJNA919159	SAMN32622354	country		China	whole_field	
PRJNA919159	SAMN32622353	country		China	whole_field	
PRJNA919159	SAMN32622350	country		China	whole_field	
PRJNA919159	SAMN32622367	country		China	whole_field	
PRJNA919159	SAMN32622349	country		China	whole_field	
PRJNA919159	SAMN32622365	country		China	whole_field	
PRJNA919159	SAMN32622364	country		China	whole_field	
PRJNA919159	SAMN32622363	country		China	whole_field	
PRJNA919159	SAMN32622352	country		China	whole_field	
PRJNA919159	SAMN32622362	country		China	whole_field	
PRJNA919159	SAMN32622361	country		China	whole_field	
PRJNA919159	SAMN32622359	country		China	whole_field	
PRJNA919159	SAMN32622351	country		China	whole_field	
PRJNA919159	SAMN32622366	country		China	whole_field	
PRJNA919159	SAMN32622360	country		China	whole_field	
PRJNA919159	SAMN32622358	country		China	whole_field	
PRJNA919159	SAMN32622357	country		China	whole_field	
PRJNA919159	SAMN32622348	country		China	whole_field	
PRJNA919159	SAMN32622347	country		China	whole_field	
PRJNA786742	SAMN23719919	country		USA	whole_field	
PRJNA786742	SAMN23719938	country		USA	whole_field	
PRJNA786742	SAMN23771381	country		USA	whole_field	
PRJNA786742	SAMN23771380	country		USA	whole_field	
PRJNA786742	SAMN23771438	country		USA	whole_field	
PRJNA786742	SAMN23771426	country		USA	whole_field	
PRJNA786742	SAMN23771422	country		USA	whole_field	
PRJNA786742	SAMN23771383	country		USA	whole_field	
PRJNA786742	SAMN23719920	country		USA	whole_field	
PRJNA786742	SAMN23719937	country		USA	whole_field	
PRJNA786742	SAMN23719936	country		USA	whole_field	
PRJEB2399	SAMEA1322826	country		United Kingdom	whole_field	
PRJEB2399	SAMEA1322827	country		United Kingdom	whole_field	
PRJEB2399	SAMEA1322829	country		United Kingdom	whole_field	
PRJEB2399	SAMEA1322830	country		United Kingdom	whole_field	
PRJEB2399	SAMEA1322832	country		United Kingdom	whole_field	
PRJEB2399	SAMEA1322834	country		United Kingdom	whole_field	
PRJEB2399	SAMEA1322837	country		United Kingdom	whole_field	
PRJEB2399	SAMEA1322838	country		United Kingdom	whole_field	
PRJEB2399	SAMEA1322842	country		United Kingdom	whole_field	
PRJEB2399	SAMEA1322844	country		United Kingdom	whole_field	
PRJEB2399	SAMEA1322847	country		United Kingdom	whole_field	
PRJEB2399	SAMEA1322848	country		United Kingdom	whole_field	
PRJEB3980	SAMEA2080180	country		Laos	whole_field	
PRJEB3980	SAMEA2080181	country		Laos	whole_field	
PRJEB3980	SAMEA2080182	country		Laos	whole_field	
PRJEB3980	SAMEA2080183	country		Laos	whole_field	
PRJEB3980	SAMEA2080184	country		Laos	whole_field	
PRJEB3980	SAMEA2080185	country		Laos	whole_field	
PRJEB3980	SAMEA2080186	country		Laos	whole_field	
PRJEB3980	SAMEA2080187	country		Laos	whole_field	
PRJEB3980	SAMEA2080188	country		Laos	whole_field	
PRJEB3980	SAMEA2080190	country		Laos	whole_field	
PRJEB3980	SAMEA2080263	country		Laos	whole_field	
PRJEB3980	SAMEA2080264	country		Laos	whole_field	
PRJEB3980	SAMEA2080265	country		Laos	whole_field	
PRJEB3980	SAMEA2080266	country		Laos	whole_field	
PRJEB3980	SAMEA2080267	country		Laos	whole_field	
PRJEB3980	SAMEA2080268	country		Laos	whole_field	
PRJEB3980	SAMEA2080269	country		Laos	whole_field	
PRJNA326665	SAMN07843381	country		USA	whole_field	
PRJNA326665	SAMN07843382	country		USA	whole_field	
PRJNA326665	SAMN07843383	country		USA	whole_field	
PRJNA326665	SAMN07843384	country		USA	whole_field	
PRJNA326665	SAMN07843385	country		USA	whole_field	
PRJNA326665	SAMN07843386	country		USA	whole_field	
PRJNA326665	SAMN07843387	country		USA	whole_field	
PRJNA326665	SAMN07843388	country		USA	whole_field	
PRJNA326665	SAMN07843389	country		USA	whole_field	
PRJNA326665	SAMN07843390	country		USA	whole_field	
PRJNA326665	SAMN07843391	country		USA	whole_field	
PRJNA326665	SAMN07843392	country		USA	whole_field	
PRJNA326665	SAMN07843393	country		USA	whole_field	
PRJNA316969	SAMN40982446	country	NA	USA	whole_field	
PRJNA1136145	SAMN42503214	country	NA	USA	whole_field	
PRJNA1101444	SAMN40993555	country	NA	Netherlands	whole_field	
PRJEB70897	SAMEA114804200	country	NA	United Kingdom	whole_field	
PRJNA1136496	SAMN42744390	country	NA	United Kingdom	whole_field	
PRJNA1136496	SAMN42744355	country	NA	United Kingdom	whole_field	
PRJNA1136145	SAMN42503193	country	NA	USA	whole_field	
PRJEB70897	SAMEA114804131	country	NA	United Kingdom	whole_field	
PRJNA1136496	SAMN42744353	country	NA	United Kingdom	whole_field	
PRJNA984710	SAMN35995158	country	NA	USA	whole_field	
PRJEB45397	SAMEA9956632	country	NA	Australia	whole_field	
PRJNA1136145	SAMN42503213	country	NA	USA	whole_field	
PRJEB70897	SAMEA114804167	country	NA	United Kingdom	whole_field	
PRJNA1136145	SAMN42503217	country	NA	USA	whole_field	
PRJNA1136145	SAMN42503211	country	NA	USA	whole_field	
PRJNA1101444	SAMN40993565	country	NA	Netherlands	whole_field	
PRJNA1136145	SAMN42503216	country	NA	USA	whole_field	
PRJEB70897	SAMEA114804153	country	NA	United Kingdom	whole_field	
PRJEB70897	SAMEA114804136	country	NA	United Kingdom	whole_field	
PRJNA1101444	SAMN40993561	country	NA	Netherlands	whole_field	
PRJEB70897	SAMEA114804165	country	NA	United Kingdom	whole_field	
PRJNA1136145	SAMN42503212	country	NA	USA	whole_field	
PRJNA984710	SAMN35995159	country	NA	USA	whole_field	
PRJNA316969	SAMN40982450	country	NA	USA	whole_field	
PRJEB70897	SAMEA114804163	country	NA	United Kingdom	whole_field	
PRJNA1136145	SAMN42503192	country	NA	USA	whole_field	
PRJNA1136145	SAMN42503215	country	NA	USA	whole_field	
PRJNA1136145	SAMN42503195	country	NA	USA	whole_field	
PRJEB45397	SAMEA9956634	country	NA	Australia	whole_field	
PRJNA1136496	SAMN42744386	country	NA	United Kingdom	whole_field	
PRJEB45397	SAMEA9956840	country	NA	Australia	whole_field	
PRJNA1101444	SAMN40993568	country	NA	Netherlands	whole_field	
PRJNA316969	SAMN40982447	country	NA	USA	whole_field	
PRJNA984710	SAMN35995164	country	NA	USA	whole_field	
PRJNA1101444	SAMN40993562	country	NA	Netherlands	whole_field	
PRJNA316969	SAMN40982453	country	NA	USA	whole_field	
PRJEB70897	SAMEA114804138	country	NA	United Kingdom	whole_field	
PRJNA984710	SAMN35995163	country	NA	USA	whole_field	
PRJNA1136496	SAMN42744369	country	NA	United Kingdom	whole_field	
PRJEB45397	SAMEA9956633	country	NA	Australia	whole_field	
PRJNA1136496	SAMN42744397	country	NA	United Kingdom	whole_field	
PRJEB70897	SAMEA114804127	country	NA	United Kingdom	whole_field	
PRJNA1101444	SAMN40993566	country	NA	Netherlands	whole_field	
PRJNA1136145	SAMN42503194	country	NA	USA	whole_field	
PRJNA1101444	SAMN40993558	country	NA	Netherlands	whole_field	
PRJNA1136145	SAMN42503200	country	NA	USA	whole_field	
PRJEB70897	SAMEA114804124	country	NA	United Kingdom	whole_field	
PRJNA1101444	SAMN40993563	country	NA	Netherlands	whole_field	
PRJNA1136145	SAMN42503197	country	NA	USA	whole_field	
PRJNA1136496	SAMN42744314	country	NA	United Kingdom	whole_field	
PRJNA1136496	SAMN42744394	country	NA	United Kingdom	whole_field	
PRJNA1136496	SAMN42744347	country	NA	United Kingdom	whole_field	
PRJNA1136496	SAMN42744350	country	NA	United Kingdom	whole_field	
PRJNA984710	SAMN35995168	country	NA	USA	whole_field	
PRJEB70897	SAMEA114804166	country	NA	United Kingdom	whole_field	
PRJNA1136145	SAMN42503218	country	NA	USA	whole_field	
PRJNA984710	SAMN35995165	country	NA	USA	whole_field	
PRJNA1136496	SAMN42744368	country	NA	United Kingdom	whole_field	
PRJEB70897	SAMEA114804182	country	NA	United Kingdom	whole_field	
PRJNA984710	SAMN35995162	country	NA	USA	whole_field	
PRJNA1136145	SAMN42503201	country	NA	USA	whole_field	
PRJNA1136496	SAMN42744348	country	NA	United Kingdom	whole_field	
PRJNA1136496	SAMN42744392	country	NA	United Kingdom	whole_field	
PRJNA1136496	SAMN42744358	country	NA	United Kingdom	whole_field	
PRJEB70897	SAMEA114804175	country	NA	United Kingdom	whole_field	
PRJNA1136496	SAMN42744345	country	NA	United Kingdom	whole_field	
PRJNA1136145	SAMN42503196	country	NA	USA	whole_field	
PRJEB45397	SAMEA9956620	country	NA	Australia	whole_field	
PRJEB70897	SAMEA114804126	country	NA	United Kingdom	whole_field	
PRJNA1136145	SAMN42503198	country	NA	USA	whole_field	
PRJNA1136145	SAMN42503219	country	NA	USA	whole_field	
PRJNA984710	SAMN35995161	country	NA	USA	whole_field	
PRJNA1101444	SAMN40993567	country	NA	Netherlands	whole_field	
PRJEB70897	SAMEA114804152	country	NA	United Kingdom	whole_field	
PRJEB70897	SAMEA114804188	country	NA	United Kingdom	whole_field	
PRJEB70897	SAMEA114804155	country	NA	United Kingdom	whole_field	
PRJNA316969	SAMN40982445	country	NA	USA	whole_field	
PRJNA1101444	SAMN40993559	country	NA	Netherlands	whole_field	
PRJNA1136145	SAMN42503199	country	NA	USA	whole_field	
PRJEB70897	SAMEA114804135	country	NA	United Kingdom	whole_field	
PRJNA316969	SAMN40982448	country	NA	USA	whole_field	
PRJNA984710	SAMN35995166	country	NA	USA	whole_field	
PRJNA1136496	SAMN42744343	country	NA	United Kingdom	whole_field	
PRJEB70897	SAMEA114804147	country	NA	United Kingdom	whole_field	
PRJNA1136145	SAMN42503191	country	NA	USA	whole_field	
PRJEB70897	SAMEA114804168	country	NA	United Kingdom	whole_field	
PRJEB45397	SAMEA9956839	country	NA	Australia	whole_field	
PRJNA1101444	SAMN40993554	country	NA	Netherlands	whole_field	
PRJEB70897	SAMEA114804162	country	NA	United Kingdom	whole_field	
PRJNA1136496	SAMN42744286	country	NA	United Kingdom	whole_field	
PRJNA1101444	SAMN40993564	country	NA	Netherlands	whole_field	
PRJNA984710	SAMN35995160	country	NA	USA	whole_field	
PRJEB70897	SAMEA114804137	country	NA	United Kingdom	whole_field	
PRJNA1101444	SAMN40993557	country	NA	Netherlands	whole_field	
PRJEB45397	SAMEA9956623	country	NA	Australia	whole_field	
PRJNA316969	SAMN40982449	country	NA	USA	whole_field	
PRJEB45397	SAMEA9956621	country	NA	Australia	whole_field	
PRJNA1101444	SAMN40993556	country	NA	Netherlands	whole_field	
PRJEB20357	SAMEA104039765	country		United Kingdom	whole_field	
PRJEB20357	SAMEA104039839	country		United Kingdom	whole_field	
PRJEB20357	SAMEA104040020	country		United Kingdom	whole_field	
PRJEB20357	SAMEA104040208	country		United Kingdom	whole_field	
PRJEB20357	SAMEA104146647	country		United Kingdom	whole_field	
PRJEB20357	SAMEA104146669	country		United Kingdom	whole_field	
PRJEB20357	SAMEA104146672	country		United Kingdom	whole_field	
PRJEB20357	SAMEA104146673	country		United Kingdom	whole_field	
PRJEB20357	SAMEA104146700	country		United Kingdom	whole_field	
PRJEB20357	SAMEA104146703	country		United Kingdom	whole_field	
PRJEB20357	SAMEA104146726	country		United Kingdom	whole_field	
PRJEB20357	SAMEA104146727	country		United Kingdom	whole_field	
PRJEB20357	SAMEA104146728	country		United Kingdom	whole_field	
PRJEB20357	SAMEA104146729	country		United Kingdom	whole_field	
PRJEB20357	SAMEA104146733	country		United Kingdom	whole_field	
PRJEB20357	SAMEA104146734	country		United Kingdom	whole_field	
PRJEB20357	SAMEA104146735	country		United Kingdom	whole_field	
PRJEB20357	SAMEA104146906	country		United Kingdom	whole_field	
PRJEB20357	SAMEA104146907	country		United Kingdom	whole_field	
PRJEB20357	SAMEA104146927	country		United Kingdom	whole_field	
PRJEB20357	SAMEA104146965	country		United Kingdom	whole_field	
PRJEB20357	SAMEA104146967	country		United Kingdom	whole_field	
PRJEB20357	SAMEA104146974	country		United Kingdom	whole_field	
PRJEB52158	SAMEA110019876	country		Kenya	whole_field	
PRJEB52158	SAMEA110022170	country		Kenya	whole_field	
PRJEB52158	SAMEA110022174	country		Kenya	whole_field	
PRJEB52158	SAMEA110033025	country		Kenya	whole_field	
PRJEB52158	SAMEA110038814	country		Kenya	whole_field	
PRJEB52158	SAMEA110044368	country		Kenya	whole_field	
PRJEB52158	SAMEA110044371	country		Kenya	whole_field	
PRJEB52158	SAMEA110044372	country		Kenya	whole_field	
PRJEB45397	SAMEA111347139	country		Australia	whole_field	
PRJEB45397	SAMEA111347218	country		Australia	whole_field	
PRJEB52158	SAMEA14370186	country		Kenya	whole_field	
PRJEB52158	SAMEA14370192	country		Kenya	whole_field	
PRJEB52158	SAMEA14370201	country		Kenya	whole_field	
PRJEB52158	SAMEA14370204	country		Kenya	whole_field	
PRJEB52158	SAMEA14370214	country		Kenya	whole_field	
PRJEB52158	SAMEA14370249	country		Kenya	whole_field	
PRJEB52158	SAMEA14370251	country		Kenya	whole_field	
PRJEB52158	SAMEA14370255	country		Kenya	whole_field	
PRJEB31347	SAMEA5532977	country		USA	whole_field	
PRJEB31347	SAMEA5532997	country		USA	whole_field	
PRJEB31347	SAMEA7357128	country		USA	whole_field	
PRJEB31347	SAMEA7817495	country		USA	whole_field	
PRJEB31347	SAMEA7818313	country		USA	whole_field	
PRJEB31347	SAMEA8272020	country		USA	whole_field	
PRJNA739639	SAMN19856776	country		USA	whole_field	
PRJNA739639	SAMN19856777	country		USA	whole_field	
PRJNA739639	SAMN19856778	country		USA	whole_field	
PRJNA739639	SAMN19856779	country		USA	whole_field	
PRJNA739639	SAMN19856780	country		USA	whole_field	
PRJNA739639	SAMN19856781	country		USA	whole_field	
PRJNA739639	SAMN19856782	country		USA	whole_field	
PRJNA739639	SAMN19856783	country		USA	whole_field	
PRJNA739639	SAMN19856784	country		USA	whole_field	
PRJNA739639	SAMN19856785	country		USA	whole_field	
PRJNA739639	SAMN19856786	country		USA	whole_field	
PRJNA739639	SAMN19856787	country		USA	whole_field	
PRJNA739639	SAMN19856788	country		USA	whole_field	
PRJNA739639	SAMN19856789	country		USA	whole_field	
PRJNA739639	SAMN19856790	country		USA	whole_field	
PRJNA739639	SAMN19856791	country		USA	whole_field	
PRJNA739639	SAMN19856792	country		USA	whole_field	
PRJNA739639	SAMN19856793	country		USA	whole_field	
PRJNA744890	SAMN20121902	country		India	whole_field	
PRJNA744890	SAMN20121904	country		India	whole_field	
PRJNA744890	SAMN20121906	country		India	whole_field	
PRJNA744890	SAMN20121907	country		India	whole_field	
PRJNA744890	SAMN20121908	country		India	whole_field	
PRJNA744890	SAMN20121911	country		India	whole_field	
PRJNA744890	SAMN20121917	country		India	whole_field	
PRJNA744890	SAMN20121918	country		India	whole_field	
PRJEB31347	SAMEA110347626	country		USA	whole_field	
PRJEB31347	SAMEA110347634	country		USA	whole_field	
PRJEB31347	SAMEA110354155	country		USA	whole_field	
PRJEB31347	SAMEA110354503	country		USA	whole_field	
PRJEB31347	SAMEA110354755	country		USA	whole_field	
PRJEB31347	SAMEA110355380	country		USA	whole_field	
PRJEB31347	SAMEA112764017	country		USA	whole_field	
PRJEB70897	SAMEA114804130	country		United Kingdom	whole_field	
PRJEB70897	SAMEA114804173	country		United Kingdom	whole_field	
PRJNA984710	SAMN35995167	country		USA	whole_field	
PRJNA1101444	SAMN40993560	country		Netherlands	whole_field	
PRJNA1136145	SAMN42503221	country		USA	whole_field	
PRJNA1136496	SAMN42744356	country		United Kingdom	whole_field	
PRJEB3980	SAMEA2080189	collection_date		2011-04-30	whole_field	
PRJEB35018	SAMEA6153384	collection_date		2017-10-31	whole_field	
PRJEB35018	SAMEA6153388	collection_date		2017-10-31	whole_field	
PRJEB35018	SAMEA6153394	collection_date		2017-10-31	whole_field	
PRJEB35018	SAMEA6153382	collection_date		2017-10-31	whole_field	
PRJEB35018	SAMEA6153389	collection_date		2017-10-31	whole_field	
PRJEB35018	SAMEA6153390	collection_date		2017-10-31	whole_field	
PRJEB35018	SAMEA6153392	collection_date		2017-10-31	whole_field	
PRJEB35018	SAMEA6153395	collection_date		2017-10-31	whole_field	
PRJEB35018	SAMEA6153396	collection_date		2017-10-31	whole_field	
PRJEB35018	SAMEA6153383	collection_date		2017-10-31	whole_field	
PRJEB35018	SAMEA6153385	collection_date		2017-10-31	whole_field	
PRJEB35018	SAMEA6153386	collection_date		2017-10-31	whole_field	
PRJEB35018	SAMEA6153387	collection_date		2017-10-31	whole_field	
PRJEB35018	SAMEA6153391	collection_date		2017-10-31	whole_field	
PRJEB35018	SAMEA6153393	collection_date		2017-10-31	whole_field	
PRJNA316969	SAMN14478498	collection_date		2014-07-02	whole_field	
PRJNA316969	SAMN14478495	collection_date		2014-07-02	whole_field	
PRJNA316969	SAMN14478492	collection_date		2014-07-02	whole_field	
PRJNA777533	SAMN22863589	collection_date		2015-07-02	whole_field	
PRJNA777533	SAMN22863594	collection_date		2015-07-02	whole_field	
PRJNA777533	SAMN22863592	collection_date		2015-07-02	whole_field	
PRJNA777533	SAMN22863582	collection_date		2015-07-02	whole_field	
PRJNA777533	SAMN22863590	collection_date		2015-07-02	whole_field	
PRJNA777533	SAMN22863588	collection_date		2015-07-02	whole_field	
PRJNA777533	SAMN22863586	collection_date		2015-07-02	whole_field	
PRJNA777533	SAMN22863591	collection_date		2015-07-02	whole_field	
PRJNA777533	SAMN22863593	collection_date		2015-07-02	whole_field	
PRJNA777533	SAMN22863583	collection_date		2015-07-02	whole_field	
PRJNA919159	SAMN32622356	collection_date		2019-07-02	whole_field	
PRJNA919159	SAMN32622355	collection_date		2019-07-02	whole_field	
PRJNA919159	SAMN32622354	collection_date		2019-07-02	whole_field	
PRJNA919159	SAMN32622353	collection_date		2019-07-02	whole_field	
PRJNA919159	SAMN32622350	collection_date		2019-07-02	whole_field	
PRJNA919159	SAMN32622367	collection_date		2019-07-02	whole_field	
PRJNA919159	SAMN32622349	collection_date		2019-07-02	whole_field	
PRJNA919159	SAMN32622365	collection_date		2019-07-02	whole_field	
PRJNA919159	SAMN32622364	collection_date		2019-07-02	whole_field	
PRJNA919159	SAMN32622363	collection_date		2019-07-02	whole_field	
PRJNA919159	SAMN32622352	collection_date		2019-07-02	whole_field	
PRJNA919159	SAMN32622362	collection_date		2019-07-02	whole_field	
PRJNA919159	SAMN32622361	collection_date		2019-07-02	whole_field	
PRJNA919159	SAMN32622359	collection_date		2019-07-02	whole_field	
PRJNA919159	SAMN32622351	collection_date		2019-07-02	whole_field	
PRJNA919159	SAMN32622366	collection_date		2019-07-02	whole_field	
