study_accession	study_type	study_type_excluded	paper_records_in_taxon	paper_coverage_for_taxon	needs_manual_download	fulltext_source	is_full_text	grade_context_chars	full_text_would_help	model	study_setting__value	study_setting__grade	amr_study__value	amr_study__grade	amr_target__value	amr_target__grade	amr_method__value	amr_method__grade	cohort_age__value	cohort_age__grade	backfill_country__value	backfill_country__whole_project	backfill_isolation_source__value	backfill_isolation_source__whole_project	backfill_host__value	backfill_host__whole_project	backfill_collection_date__value	backfill_collection_date__whole_project
PRJEB59013	observational	False			False	none	False	0	False	claude-sonnet-4-6	hospital	gradeable		not_gradeable		not_gradeable		not_gradeable		not_gradeable		False		False	human	True	2022-07-02	True
PRJEB60478	observational	False	73	1.7805	False	europepmc_fulltext	True	10000	False	claude-sonnet-4-6	hospital	gradeable	surveillance	gradeable		not_gradeable		not_gradeable		not_gradeable		False		False	human	True		False
PRJNA261540	observational	False	30	0.7317	False	europepmc_fulltext	True	10967	False	claude-sonnet-4-6	hospital	gradeable	mixed	gradeable	carbapenem	gradeable	ast_result	gradeable		not_gradeable		False		False	human	True		False
PRJEB36919	observational	False			False	none	False	0	False	claude-sonnet-4-6	community	gradeable	surveillance	gradeable		not_gradeable		not_gradeable		not_gradeable		False		False		False		False
PRJNA496461	observational	False	40	1.0	True	abstract	False	2263	False	claude-sonnet-4-6	hospital	gradeable	mixed	gradeable	carbapenem	gradeable	ast_result	gradeable		not_gradeable		False		False	human	True		False
PRJNA278293	observational	False			False	none	False	0	False	claude-sonnet-4-6	hospital	gradeable		not_gradeable		not_gradeable		not_gradeable		not_gradeable		False		False	human	True		False
PRJNA1000963	observational	False	989	24.725	False	europepmc_fulltext	True	27361	False	claude-sonnet-4-6	hospital	gradeable	amr	gradeable	carbapenem	gradeable	pcr_gene_presence	gradeable	adult	gradeable	Italy	True		False	human	True		False
PRJNA682246	observational	False	0	0.0	True	abstract	False	1329	False	claude-sonnet-4-6	hospital	gradeable		not_gradeable		not_gradeable		not_gradeable		not_gradeable		False		False	human	True		False
PRJEB25746	observational	False			False	none	False	0	False	claude-sonnet-4-6	hospital	gradeable	amr	gradeable	other	gradeable	ast_result	gradeable		not_gradeable	Brazil	False		False	human	True		False
PRJNA646592	observational	False	39	1.0	False	europepmc_fulltext	True	10000	False	claude-sonnet-4-6	community	gradeable	surveillance	gradeable		not_gradeable		not_gradeable		not_gradeable	Australia	True	faeces	True	grey-headed flying fox	True	2018-02-09	True
PRJEB37523	observational	False	7	0.1795	True	europepmc_fulltext	True	10000	False	claude-sonnet-4-6	hospital	gradeable	amr	gradeable	other	gradeable	ast_result	gradeable	newborn_young_child	gradeable	Ghana	True		False	human	False	2017-11-16	True
PRJDB17160	observational	False	46	1.1795	False	local_pdf	True	45978	False	claude-sonnet-4-6	hospital	gradeable	amr	gradeable	carbapenem	gradeable	ast_result	gradeable		not_gradeable	Nepal	True	sputum	False	human	True	2019-01-14	True
PRJNA924056	observational	False			False	europepmc_fulltext	True	46562	False	claude-sonnet-4-6	hospital	gradeable	amr	gradeable	carbapenem	gradeable	pcr_gene_presence	gradeable		not_gradeable	Australia	True		False	human	True		False
PRJEB60743	observational	False	38	1.0	False	local_pdf	True	10000	False	claude-sonnet-4-6	hospital	gradeable	amr	gradeable	carbapenem	gradeable	ast_result	gradeable		not_gradeable	Denmark	True	rectal swab	False	human	True	2022-08-09	True
PRJEB20875	observational	False	38	1.0	False	europepmc_fulltext	True	37855	False	claude-sonnet-4-6	hospital	gradeable	amr	gradeable	third_gen_cephalosporin	gradeable	ast_result	gradeable	newborn_young_child	gradeable	Tanzania	True	rectal/umbilical swab	False	human	True	2016-09-30	True
PRJNA597144	observational	False			False	none	False	0	False	claude-sonnet-4-6		not_gradeable	amr	gradeable	carbapenem	gradeable		not_gradeable		not_gradeable		False		False		False		False
PRJNA295003	observational	False	38	1.0	False	europepmc_fulltext	True	10000	False	claude-sonnet-4-6	mixed	gradeable	amr	gradeable	carbapenem	gradeable	ast_result	gradeable	mixed	gradeable	Norway	True		False	human	True		False
PRJEB6688	observational	False	48	1.2632	False	europepmc_fulltext	True	28292	False	claude-sonnet-4-6	mixed	gradeable	surveillance	gradeable		not_gradeable		not_gradeable		not_gradeable		False		False	human	True	2008-01-01	True
PRJNA431724	observational	False	38	1.0	False	europepmc_fulltext	True	27319	False	claude-sonnet-4-6	hospital	gradeable	amr	gradeable	carbapenem	gradeable	ast_result	gradeable		not_gradeable	Italy	True	rectal swab	True	human	True	2016-07-01	True
PRJNA1102315	observational	False	38	1.0	False	europepmc_fulltext	True	10000	False	claude-sonnet-4-6	hospital	gradeable	surveillance	gradeable		not_gradeable		not_gradeable	mixed	gradeable	China	True		False	human	True	2022-08-31	True
PRJEB27508	observational	False	37	1.0	False	europepmc_fulltext	True	10000	False	claude-sonnet-4-6	hospital	gradeable	amr	gradeable	carbapenem	gradeable	pcr_gene_presence	gradeable		not_gradeable	Spain	True		False	human	True	2012-07-01	True
PRJNA868296	observational	False			False	europepmc_fulltext	True	49128	False	claude-sonnet-4-6	mixed	gradeable	amr	gradeable	other	gradeable	ast_result	gradeable		not_gradeable		False		False	environment	True		False
PRJEB32863	observational	False	32	0.8649	False	europepmc_fulltext	True	25447	False	claude-sonnet-4-6	hospital	gradeable	amr	gradeable	carbapenem	gradeable	pcr_gene_presence	gradeable		not_gradeable	Slovenia	True		False	human	True		False
PRJNA730821	observational	False	37	1.0	False	europepmc_fulltext	True	37863	False	claude-sonnet-4-6	hospital	gradeable	surveillance	gradeable		not_gradeable		not_gradeable	mixed	gradeable	Gambia	True	peri-anal swab	False	human	True	2017-06-16	True
PRJEB67940	observational	False	36	1.0	False	europepmc_fulltext	True	28157	False	claude-sonnet-4-6	hospital	gradeable	amr	gradeable	third_gen_cephalosporin	gradeable	ast_result	gradeable		not_gradeable	Netherlands	True		False	human	True		False
PRJNA884340	observational	False	36	1.0	False	europepmc_fulltext	True	50000	False	claude-sonnet-4-6	hospital	gradeable	amr	gradeable	carbapenem	gradeable	ast_result	gradeable	adult	gradeable	USA	True	blood	False	human	True	2017-12-31	True
PRJNA768294	observational	False	36	1.0	False	europepmc_fulltext	True	10000	False	claude-sonnet-4-6	mixed	gradeable	surveillance	gradeable		not_gradeable		not_gradeable		not_gradeable		False		False		False		False
PRJEB56212	observational	False	37	1.0278	False	europepmc_fulltext	True	22780	False	claude-sonnet-4-6	mixed	gradeable	amr	gradeable	third_gen_cephalosporin	gradeable	ast_result	gradeable		not_gradeable	Democratic Republic of the Congo	True		False	human	True		False
PRJNA1045567	observational	False			False	none	False	0	False	claude-sonnet-4-6		not_gradeable		not_gradeable		not_gradeable		not_gradeable		not_gradeable		False		False	human	True		False
PRJNA527021	observational	False			True	none	False	0	False	claude-sonnet-4-6	hospital	gradeable		not_gradeable		not_gradeable		not_gradeable		not_gradeable		False		False	human	True		False
PRJNA497126	observational	False	34	0.9714	False	europepmc_fulltext	True	77593	False	claude-sonnet-4-6	hospital	gradeable	surveillance	gradeable		not_gradeable		not_gradeable		not_gradeable	Pakistan	True	ICU surface swab	True	hospital surface	True		False
PRJNA744405	observational	False	36	1.0286	False	europepmc_fulltext	True	27213	False	claude-sonnet-4-6	hospital	gradeable	amr	gradeable	carbapenem	gradeable	ast_result	gradeable		not_gradeable	China	True	bronchoalveolar lavage fluid	True	human	True	2019-01-16	True
PRJNA761884	observational	False	35	1.0	False	europepmc_fulltext	True	53753	False	claude-sonnet-4-6	mixed	gradeable	amr	gradeable	carbapenem	gradeable	pcr_gene_presence	gradeable		not_gradeable	China	True		False		False		False
PRJNA1114318	observational	False	34	1.0	False	europepmc_fulltext	True	34770	False	claude-sonnet-4-6	hospital	gradeable	amr	gradeable	carbapenem	gradeable	ast_result	gradeable	mixed	gradeable	Fiji	True		False	human	True	2022-12-01	True
PRJEB42370	observational	False			False	europepmc_fulltext	True	36766	False	claude-sonnet-4-6	hospital	partial	amr	partial	carbapenem	partial	pcr_gene_presence	partial	adult	partial	Germany	True		False	human	True	2019-07-02	True
PRJNA842739	observational	False			False	none	False	0	False	claude-sonnet-4-6	hospital	gradeable		not_gradeable		not_gradeable		not_gradeable		not_gradeable	USA	True		False	human	True		False
PRJDB9036	observational	False			True	none	False	0	False	claude-sonnet-4-6	hospital	gradeable	amr	gradeable	carbapenem	gradeable		not_gradeable		not_gradeable	Japan	True	hospital sewage	True	wastewater	True		False
PRJNA739636	observational	False			True	none	False	0	False	claude-sonnet-4-6	community	gradeable	surveillance	gradeable		not_gradeable		not_gradeable		not_gradeable	USA	True		False		False		False
PRJEB25080	observational	False	25	0.7353	False	europepmc_fulltext	True	10000	False	claude-sonnet-4-6	community	gradeable	amr	gradeable	third_gen_cephalosporin	gradeable	ast_result	gradeable		not_gradeable	Netherlands	True	bean sprouts	True	bean sprouts	True		False
PRJEB21292	observational	False	33	1.0	False	pdf	True	35530	False	claude-sonnet-4-6	hospital	gradeable	amr	gradeable	carbapenem	gradeable	pcr_gene_presence	gradeable		not_gradeable	Netherlands	True	rectal swab	False	human	True	2016-01-01	True
PRJNA979006	observational	False			False	none	False	0	False	claude-sonnet-4-6		not_gradeable	amr	gradeable	carbapenem	gradeable		not_gradeable		not_gradeable		False		False		False		False
PRJNA1055729	observational	False	33	1.0	False	europepmc_fulltext	True	30083	False	claude-sonnet-4-6	hospital	gradeable	surveillance	gradeable		not_gradeable		not_gradeable	mixed	gradeable		False		False	human	False		False
PRJNA631924	experimental_evolution	True			False	local_pdf	True	10000	False	claude-sonnet-4-6		not_gradeable		not_gradeable		not_gradeable		not_gradeable		not_gradeable		False		False		False		False
PRJNA667445	observational	False			False	none	False	0	False	claude-sonnet-4-6	hospital	gradeable	amr	gradeable	carbapenem	gradeable	ast_result	gradeable		not_gradeable	USA	True		False	human	True	2017-12-31	True
PRJNA796569	observational	False	0	0.0	False	europepmc_fulltext	True	10000	False	claude-sonnet-4-6	hospital	gradeable	amr	gradeable	third_gen_cephalosporin	gradeable	ast_result	gradeable	adult	gradeable	China	True		False	human	True	2019-03-01	True
PRJNA967113	observational	False			False	none	False	0	False	claude-sonnet-4-6		not_gradeable	amr	gradeable	carbapenem	gradeable	pcr_gene_presence	gradeable		not_gradeable		False		False		False		False
PRJNA858403	observational	False	32	1.0	False	europepmc_fulltext	True	37699	False	claude-sonnet-4-6	hospital	gradeable	amr	gradeable	carbapenem	gradeable	ast_result	gradeable	newborn_young_child	gradeable	China	True		False	human	True	2020-07-31	True
PRJEB5132	observational	False			False	none	False	0	False	claude-sonnet-4-6		not_gradeable	amr	gradeable	other	gradeable		not_gradeable		not_gradeable		False		False		False		False
PRJNA589105	observational	False	33	1.0312	False	europepmc_fulltext	True	10000	False	claude-sonnet-4-6	hospital	gradeable	surveillance	gradeable		not_gradeable		not_gradeable	adult	gradeable	China	True		False	human	True	2017-10-30	True
PRJNA814816	observational	False	32	1.0	False	local_pdf	True	50000	False	claude-sonnet-4-6	hospital	gradeable	surveillance	gradeable		not_gradeable		not_gradeable		not_gradeable	Japan	True		False	human	True		False
PRJEB43549	observational	False			False	europepmc_fulltext	True	36766	False	claude-sonnet-4-6	hospital	gradeable	amr	gradeable	other	gradeable		not_gradeable		not_gradeable	Germany	True		False	human	True	2018-07-02	True
PRJNA741123	observational	False	18	0.5806	False	europepmc_fulltext	True	63575	False	claude-sonnet-4-6	hospital	gradeable	mixed	gradeable	third_gen_cephalosporin	gradeable	ast_result	gradeable		not_gradeable	USA	True		False	human	True		False
PRJNA939143	observational	False	30	0.9677	True	abstract	False	1963	False	claude-sonnet-4-6	hospital	gradeable	amr	gradeable	carbapenem	gradeable	ast_result	gradeable		not_gradeable	USA	True		False	human	True		False
PRJNA857525	observational	False			False	none	False	0	False	claude-sonnet-4-6		not_gradeable	surveillance	gradeable		not_gradeable		not_gradeable		not_gradeable	Australia	True		False	human	True		False
PRJEB14854	observational	False	31	1.0	False	europepmc_fulltext	True	47190	False	claude-sonnet-4-6	hospital	gradeable	mixed	gradeable	other	gradeable	ast_result	gradeable	adult	gradeable	United Kingdom	True		False	human	False		False
PRJNA339159	observational	False	31	1.0	False	europepmc_fulltext	True	50000	False	claude-sonnet-4-6	mixed	gradeable	surveillance	gradeable		not_gradeable		not_gradeable		not_gradeable	USA	True		False	human	True		False
PRJEB73547	experimental_evolution	True			True	none	False	0	False	claude-sonnet-4-6		not_gradeable		not_gradeable		not_gradeable		not_gradeable		not_gradeable		False		False		False		False
PRJNA563817	observational	False			False	none	False	0	False	claude-sonnet-4-6	hospital	gradeable		not_gradeable		not_gradeable		not_gradeable		not_gradeable		False		False	human	True		False
PRJNA770840	observational	False	31	1.0	False	europepmc_fulltext	True	29045	False	claude-sonnet-4-6	hospital	gradeable	surveillance	gradeable		not_gradeable		not_gradeable		not_gradeable	Czech Republic	True		False	human	True	2019-06-15	True
PRJNA715470	observational	False	0	0.0	False	europepmc_fulltext	True	7857	False	claude-sonnet-4-6	community	gradeable	surveillance	gradeable		not_gradeable		not_gradeable		not_gradeable	USA	True		False	companion animal	True		False
PRJEB19808	observational	False	29	0.9667	False	local_pdf	True	27616	False	claude-sonnet-4-6	hospital	gradeable	amr	gradeable	other	gradeable	ast_result	gradeable	mixed	gradeable	Italy	True		False	human	True	2015-10-16	True
PRJEB64632	observational	False	28	0.9333	False	europepmc_fulltext	True	10000	False	claude-sonnet-4-6	community	gradeable	amr	gradeable	third_gen_cephalosporin	gradeable	ast_result	gradeable		not_gradeable	Ghana	True	surface water	True	surface water	True	2021-08-15	True
PRJNA551371	observational	False			False	europepmc_fulltext	True	10000	False	claude-sonnet-4-6	hospital	gradeable	amr	gradeable	third_gen_cephalosporin	gradeable	ast_result	gradeable	newborn_young_child	gradeable	France	True	urine	True	human	True		False
PRJNA552385	experimental_evolution	True	30	1.0	False	local_pdf	True	10000	False	claude-sonnet-4-6		not_gradeable		not_gradeable		not_gradeable		not_gradeable		not_gradeable		False		False		False		False
PRJNA658789	observational	False			False	none	False	0	False	claude-sonnet-4-6	hospital	gradeable		not_gradeable		not_gradeable		not_gradeable		not_gradeable	India	True		False	human	True		False
PRJEB76256	observational	False	30	1.0	False	europepmc_fulltext	True	27991	False	claude-sonnet-4-6	hospital	gradeable	amr	gradeable	third_gen_cephalosporin	gradeable	ast_result	gradeable		not_gradeable	Norway	True		False	human	False		False
PRJNA799652	observational	False	191	6.3667	True	abstract	False	2056	False	claude-sonnet-4-6	hospital	gradeable	surveillance	gradeable		not_gradeable		not_gradeable		not_gradeable		False		False	human	True		False
PRJNA296771	observational	False	28	0.9333	False	europepmc_fulltext	True	10000	False	claude-sonnet-4-6	hospital	gradeable	amr	gradeable	carbapenem	gradeable	pcr_gene_presence	gradeable		not_gradeable	USA	True		False	human	True		False
PRJEB8776	observational	False	32	1.0667	False	europepmc_fulltext	True	26486	False	claude-sonnet-4-6	community	gradeable	surveillance	gradeable		not_gradeable		not_gradeable		not_gradeable	United Kingdom	True	faeces	True	livestock	True	2014-12-15	True
PRJEB43550	observational	False	12	0.4	False	europepmc_fulltext	True	36766	False	claude-sonnet-4-6	hospital	gradeable	amr	gradeable	carbapenem	partial	pcr_gene_presence	partial	adult	partial	Germany	True		False	human	True	2020-07-01	True
PRJNA816413	observational	False	30	1.0345	False	europepmc_fulltext	True	33997	False	claude-sonnet-4-6	community	gradeable	amr	gradeable	carbapenem	gradeable	ast_result	gradeable		not_gradeable	Germany	True	wastewater	True	wastewater	True		False
PRJEB44852	observational	False	39	1.3448	False	pdf	True	35965	False	claude-sonnet-4-6	hospital	gradeable	amr	gradeable	carbapenem	gradeable	ast_result	gradeable		not_gradeable	United Arab Emirates	False		False	human	True		False
PRJNA508406	observational	False	27	0.931	False	europepmc_fulltext	True	10000	False	claude-sonnet-4-6	hospital	gradeable	amr	gradeable	carbapenem	gradeable	ast_result	gradeable		not_gradeable	South Korea	True		False	human	True		False
PRJNA707214	observational	False			False	europepmc_fulltext	True	18672	False	claude-sonnet-4-6	community	gradeable	amr	gradeable		partial	ast_result	gradeable		not_gradeable	Thailand	True	feces	True		False		False
PRJNA925315	observational	False	29	1.0	False	europepmc_fulltext	True	10000	False	claude-sonnet-4-6	hospital	gradeable	surveillance	gradeable		not_gradeable		not_gradeable		not_gradeable	United Kingdom	True	hospital sink drain (drain biofilm and waste trap water)	True	hospital sink	True	2019-04-30	True
PRJNA1122997	observational	False	33	1.1379	False	europepmc_fulltext	True	50000	False	claude-sonnet-4-6	hospital	gradeable	amr	gradeable	carbapenem	gradeable	ast_result	gradeable	adult	gradeable	Netherlands	True		False	human	True		False
PRJEB59858	observational	False			False	europepmc_fulltext	True	10000	False	claude-sonnet-4-6	hospital	gradeable	surveillance	gradeable		not_gradeable		not_gradeable	newborn_young_child	gradeable	Vietnam	True	blood	True	human	True	2017-12-31	True
PRJEB35248	observational	False	28	1.0	False	europepmc_fulltext	True	10000	False	claude-sonnet-4-6	hospital	gradeable	mixed	gradeable	other	gradeable	ast_result	gradeable		not_gradeable		False		False	human	True		False
PRJNA767190	observational	False	28	1.0	False	europepmc_fulltext	True	16631	False	claude-sonnet-4-6	hospital	gradeable	amr	gradeable	carbapenem	gradeable	ast_result	gradeable		not_gradeable	Japan	True		False	human	True		False
PRJNA984451	observational	False			False	europepmc_fulltext	True	17173	False	claude-sonnet-4-6	mixed	partial	amr	gradeable	third_gen_cephalosporin	gradeable	pcr_gene_presence	gradeable		not_gradeable	Japan	True	faeces	True		False		False
PRJEB44864	observational	False	30	1.0714	False	europepmc_fulltext	True	28747	False	claude-sonnet-4-6	hospital	gradeable	surveillance	gradeable		not_gradeable		not_gradeable		not_gradeable	Italy	True		False	human	True	2019-03-25	True
PRJDB14712	observational	False	27	0.9643	False	europepmc_fulltext	True	50000	False	claude-sonnet-4-6	community	gradeable	amr	gradeable	carbapenem	gradeable	pcr_gene_presence	gradeable		not_gradeable	Japan	True	municipal wastewater influent	True	wastewater	True	2021-05-17	True
PRJEB32657	observational	False	0	0.0	False	europepmc_fulltext	True	10000	False	claude-sonnet-4-6	community	gradeable	surveillance	gradeable		not_gradeable		not_gradeable		not_gradeable	Malawi	True		False		False	2019-06-03	True
PRJNA436373	observational	False	27	1.0	False	pdf	True	50000	False	claude-sonnet-4-6	hospital	gradeable	amr	gradeable	carbapenem	gradeable	ast_result	gradeable	mixed	gradeable	USA	True		False	human	True		False
PRJEB40571	observational	False	27	1.0	False	europepmc_fulltext	True	39223	False	claude-sonnet-4-6	mixed	gradeable	amr	gradeable	other	gradeable	ast_result	gradeable	adult	gradeable		False	rectal swab	True	human	True		False
PRJNA850834	observational	False	27	1.0	False	europepmc_fulltext	True	10000	False	claude-sonnet-4-6	hospital	gradeable	amr	gradeable	carbapenem	gradeable	ast_result	gradeable	newborn_young_child	gradeable	South Africa	True		False	human	True	2020-01-01	True
PRJNA351910	observational	False	27	1.0	False	europepmc_fulltext	True	10000	False	claude-sonnet-4-6	hospital	gradeable	surveillance	gradeable		not_gradeable		not_gradeable	adult	gradeable	Singapore	True	liver abscess	True	human	True		False
PRJNA512284	observational	False	27	1.0	False	europepmc_fulltext	True	35988	False	claude-sonnet-4-6	hospital	gradeable	surveillance	gradeable		not_gradeable		not_gradeable		not_gradeable		False		False	human	True		False
