study_accession	sample_accession	field	ena_value	applied_value	method	evidence
PRJEB51676	SAMEA13443869	host		human	curator_escalation	curator escalation
PRJEB51676	SAMEA13443870	host		human	curator_escalation	curator escalation
PRJEB51676	SAMEA13443871	host		human	curator_escalation	curator escalation
PRJEB51676	SAMEA13443875	host		human	curator_escalation	curator escalation
PRJEB51676	SAMEA13443876	host		human	curator_escalation	curator escalation
PRJEB51676	SAMEA13443880	host		human	curator_escalation	curator escalation
PRJEB51676	SAMEA13443881	host		human	curator_escalation	curator escalation
PRJEB51676	SAMEA13443892	host		human	curator_escalation	curator escalation
PRJEB51676	SAMEA13443893	host		human	curator_escalation	curator escalation
PRJEB51676	SAMEA13443902	host		human	curator_escalation	curator escalation
PRJEB51676	SAMEA13443904	host		human	curator_escalation	curator escalation
PRJEB51676	SAMEA13443843	host		human	curator_escalation	curator escalation
PRJEB51676	SAMEA13443846	host		human	curator_escalation	curator escalation
PRJEB51676	SAMEA13443849	host		human	curator_escalation	curator escalation
PRJEB51676	SAMEA13443850	host		human	curator_escalation	curator escalation
PRJEB51676	SAMEA13443853	host		human	curator_escalation	curator escalation
PRJEB51676	SAMEA13443857	host		human	curator_escalation	curator escalation
PRJEB51676	SAMEA13443860	host		human	curator_escalation	curator escalation
PRJEB51676	SAMEA13443863	host		human	curator_escalation	curator escalation
PRJEB51676	SAMEA13443864	host		human	curator_escalation	curator escalation
PRJEB51676	SAMEA13443872	host		human	curator_escalation	curator escalation
PRJEB51676	SAMEA13443874	host		human	curator_escalation	curator escalation
PRJEB51676	SAMEA13443877	host		human	curator_escalation	curator escalation
PRJEB51676	SAMEA13443883	host		human	curator_escalation	curator escalation
PRJEB51676	SAMEA13443885	host		human	curator_escalation	curator escalation
PRJEB51676	SAMEA13443887	host		human	curator_escalation	curator escalation
PRJEB51676	SAMEA13443901	host		human	curator_escalation	curator escalation
PRJEB51676	SAMEA13443903	host		human	curator_escalation	curator escalation
PRJEB51676	SAMEA13443868	host		human	curator_escalation	curator escalation
PRJEB51676	SAMEA13443878	host		human	curator_escalation	curator escalation
PRJEB51676	SAMEA13443884	host		human	curator_escalation	curator escalation
PRJEB51676	SAMEA13443895	host		human	curator_escalation	curator escalation
PRJEB51676	SAMEA13443896	host		human	curator_escalation	curator escalation
PRJEB51676	SAMEA13443898	host		human	curator_escalation	curator escalation
PRJEB51676	SAMEA13443900	host		human	curator_escalation	curator escalation
PRJEB51676	SAMEA13443905	host		human	curator_escalation	curator escalation
PRJEB51676	SAMEA13443888	host		human	curator_escalation	curator escalation
PRJEB51676	SAMEA13443897	host		human	curator_escalation	curator escalation
PRJEB51676	SAMEA13443848	host		human	curator_escalation	curator escalation
PRJEB51676	SAMEA13443851	host		human	curator_escalation	curator escalation
PRJEB51676	SAMEA13443858	host		human	curator_escalation	curator escalation
PRJEB51676	SAMEA13443867	host		human	curator_escalation	curator escalation
PRJEB51676	SAMEA13443873	host		human	curator_escalation	curator escalation
PRJEB51676	SAMEA13443886	host		human	curator_escalation	curator escalation
PRJEB51676	SAMEA13443889	host		human	curator_escalation	curator escalation
PRJEB51676	SAMEA13443894	host		human	curator_escalation	curator escalation
PRJEB51676	SAMEA13443899	host		human	curator_escalation	curator escalation
PRJNA918858	SAMN32610091	host		human	curator_escalation	curator escalation
PRJNA918858	SAMN32610090	host		human	curator_escalation	curator escalation
PRJNA918858	SAMN32610089	host		human	curator_escalation	curator escalation
PRJNA918858	SAMN32610088	host		human	curator_escalation	curator escalation
PRJNA918858	SAMN32610133	host		human	curator_escalation	curator escalation
PRJNA918858	SAMN32610087	host		human	curator_escalation	curator escalation
PRJNA918858	SAMN32610131	host		human	curator_escalation	curator escalation
PRJNA918858	SAMN32610130	host		human	curator_escalation	curator escalation
PRJNA918858	SAMN32610127	host		human	curator_escalation	curator escalation
PRJNA918858	SAMN32610126	host		human	curator_escalation	curator escalation
PRJNA918858	SAMN32610124	host		human	curator_escalation	curator escalation
PRJNA918858	SAMN32610123	host		human	curator_escalation	curator escalation
PRJNA918858	SAMN32610122	host		human	curator_escalation	curator escalation
PRJNA918858	SAMN32610086	host		human	curator_escalation	curator escalation
PRJNA918858	SAMN32610117	host		human	curator_escalation	curator escalation
PRJNA918858	SAMN32610114	host		human	curator_escalation	curator escalation
PRJNA918858	SAMN32610111	host		human	curator_escalation	curator escalation
PRJNA918858	SAMN32610110	host		human	curator_escalation	curator escalation
PRJNA918858	SAMN32610109	host		human	curator_escalation	curator escalation
PRJNA918858	SAMN32610107	host		human	curator_escalation	curator escalation
PRJNA918858	SAMN32610105	host		human	curator_escalation	curator escalation
PRJNA918858	SAMN32610103	host		human	curator_escalation	curator escalation
PRJNA918858	SAMN32610102	host		human	curator_escalation	curator escalation
PRJNA918858	SAMN32610084	host		human	curator_escalation	curator escalation
PRJNA918858	SAMN32610100	host		human	curator_escalation	curator escalation
PRJNA918858	SAMN32610099	host		human	curator_escalation	curator escalation
PRJNA918858	SAMN32610083	host		human	curator_escalation	curator escalation
PRJNA918858	SAMN32610082	host		human	curator_escalation	curator escalation
PRJNA918858	SAMN32610135	host		human	curator_escalation	curator escalation
PRJNA918858	SAMN32610134	host		human	curator_escalation	curator escalation
PRJNA918858	SAMN32610129	host		human	curator_escalation	curator escalation
PRJNA918858	SAMN32610120	host		human	curator_escalation	curator escalation
PRJNA918858	SAMN32610116	host		human	curator_escalation	curator escalation
PRJNA918858	SAMN32610112	host		human	curator_escalation	curator escalation
PRJNA918858	SAMN32610085	host		human	curator_escalation	curator escalation
PRJNA918858	SAMN32610098	host		human	curator_escalation	curator escalation
PRJNA918858	SAMN32610095	host		human	curator_escalation	curator escalation
PRJNA918858	SAMN32610094	host		human	curator_escalation	curator escalation
PRJNA918858	SAMN32610132	host		human	curator_escalation	curator escalation
PRJNA918858	SAMN32610128	host		human	curator_escalation	curator escalation
PRJNA918858	SAMN32610125	host		human	curator_escalation	curator escalation
PRJNA918858	SAMN32610121	host		human	curator_escalation	curator escalation
PRJNA918858	SAMN32610119	host		human	curator_escalation	curator escalation
PRJNA918858	SAMN32610118	host		human	curator_escalation	curator escalation
PRJNA918858	SAMN32610115	host		human	curator_escalation	curator escalation
PRJNA918858	SAMN32610113	host		human	curator_escalation	curator escalation
PRJNA918858	SAMN32610108	host		human	curator_escalation	curator escalation
PRJNA918858	SAMN32610106	host		human	curator_escalation	curator escalation
PRJNA918858	SAMN32610104	host		human	curator_escalation	curator escalation
PRJNA918858	SAMN32610101	host		human	curator_escalation	curator escalation
PRJNA918858	SAMN32610097	host		human	curator_escalation	curator escalation
PRJNA918858	SAMN32610096	host		human	curator_escalation	curator escalation
PRJNA918858	SAMN32610093	host		human	curator_escalation	curator escalation
PRJNA918858	SAMN32610092	host		human	curator_escalation	curator escalation
PRJEB5495	SAMEA2376320	host		human	curator_escalation	curator escalation
PRJEB5495	SAMEA2376321	host		human	curator_escalation	curator escalation
PRJEB5495	SAMEA2376322	host		human	curator_escalation	curator escalation
PRJEB5495	SAMEA2376323	host		human	curator_escalation	curator escalation
PRJEB5495	SAMEA2376324	host		human	curator_escalation	curator escalation
PRJEB5495	SAMEA2376325	host		human	curator_escalation	curator escalation
PRJEB5495	SAMEA2376326	host		human	curator_escalation	curator escalation
PRJEB5495	SAMEA2376327	host		human	curator_escalation	curator escalation
PRJEB5495	SAMEA2376328	host		human	curator_escalation	curator escalation
PRJEB5495	SAMEA2376329	host		human	curator_escalation	curator escalation
PRJEB5495	SAMEA2376330	host		human	curator_escalation	curator escalation
PRJEB5495	SAMEA2376331	host		human	curator_escalation	curator escalation
PRJEB5495	SAMEA2376332	host		human	curator_escalation	curator escalation
PRJEB5495	SAMEA2376333	host		human	curator_escalation	curator escalation
PRJEB5495	SAMEA2376334	host		human	curator_escalation	curator escalation
PRJEB5495	SAMEA2376335	host		human	curator_escalation	curator escalation
PRJEB5495	SAMEA2376336	host		human	curator_escalation	curator escalation
PRJEB5495	SAMEA2376337	host		human	curator_escalation	curator escalation
PRJEB5495	SAMEA2376338	host		human	curator_escalation	curator escalation
PRJEB5495	SAMEA2376339	host		human	curator_escalation	curator escalation
PRJEB5495	SAMEA2376340	host		human	curator_escalation	curator escalation
PRJEB5495	SAMEA2376341	host		human	curator_escalation	curator escalation
PRJEB5495	SAMEA2376342	host		human	curator_escalation	curator escalation
PRJEB5495	SAMEA2376343	host		human	curator_escalation	curator escalation
PRJEB5495	SAMEA2376344	host		human	curator_escalation	curator escalation
PRJEB5495	SAMEA2376345	host		human	curator_escalation	curator escalation
PRJEB5495	SAMEA2376346	host		human	curator_escalation	curator escalation
PRJEB5495	SAMEA2376347	host		human	curator_escalation	curator escalation
PRJEB5495	SAMEA2376348	host		human	curator_escalation	curator escalation
PRJEB5495	SAMEA2376349	host		human	curator_escalation	curator escalation
PRJEB5495	SAMEA2376350	host		human	curator_escalation	curator escalation
PRJEB5495	SAMEA2376351	host		human	curator_escalation	curator escalation
PRJEB5495	SAMEA2376352	host		human	curator_escalation	curator escalation
PRJEB5495	SAMEA2376353	host		human	curator_escalation	curator escalation
PRJEB5495	SAMEA2376354	host		human	curator_escalation	curator escalation
PRJEB5495	SAMEA2376355	host		human	curator_escalation	curator escalation
PRJEB5495	SAMEA2376356	host		human	curator_escalation	curator escalation
PRJEB5495	SAMEA2376357	host		human	curator_escalation	curator escalation
PRJEB5495	SAMEA2376358	host		human	curator_escalation	curator escalation
PRJEB5495	SAMEA2376359	host		human	curator_escalation	curator escalation
PRJEB5495	SAMEA2376360	host		human	curator_escalation	curator escalation
PRJEB5495	SAMEA2376361	host		human	curator_escalation	curator escalation
PRJEB5495	SAMEA2376362	host		human	curator_escalation	curator escalation
PRJEB5495	SAMEA2376363	host		human	curator_escalation	curator escalation
PRJEB5495	SAMEA2376364	host		human	curator_escalation	curator escalation
PRJEB5495	SAMEA2376365	host		human	curator_escalation	curator escalation
PRJEB5495	SAMEA2376366	host		human	curator_escalation	curator escalation
PRJEB5495	SAMEA2376367	host		human	curator_escalation	curator escalation
PRJEB5495	SAMEA2376368	host		human	curator_escalation	curator escalation
PRJEB5495	SAMEA2376369	host		human	curator_escalation	curator escalation
PRJEB5495	SAMEA2376370	host		human	curator_escalation	curator escalation
PRJEB5495	SAMEA2376371	host		human	curator_escalation	curator escalation
PRJEB5495	SAMEA2376372	host		human	curator_escalation	curator escalation
PRJEB5495	SAMEA2376373	host		human	curator_escalation	curator escalation
PRJEB5495	SAMEA2376374	host		human	curator_escalation	curator escalation
PRJEB5495	SAMEA2376375	host		human	curator_escalation	curator escalation
PRJEB5495	SAMEA2376376	host		human	curator_escalation	curator escalation
PRJEB5495	SAMEA2376377	host		human	curator_escalation	curator escalation
PRJEB5495	SAMEA2376378	host		human	curator_escalation	curator escalation
PRJEB5495	SAMEA2376379	host		human	curator_escalation	curator escalation
PRJEB5495	SAMEA2376380	host		human	curator_escalation	curator escalation
PRJEB5495	SAMEA2376381	host		human	curator_escalation	curator escalation
PRJEB5495	SAMEA2376407	host		human	curator_escalation	curator escalation
PRJEB5495	SAMEA2376408	host		human	curator_escalation	curator escalation
PRJEB5495	SAMEA2376409	host		human	curator_escalation	curator escalation
PRJEB5495	SAMEA3111484	host		human	curator_escalation	curator escalation
PRJEB5495	SAMEA3111485	host		human	curator_escalation	curator escalation
PRJEB5495	SAMEA3111486	host		human	curator_escalation	curator escalation
PRJEB5495	SAMEA3111487	host		human	curator_escalation	curator escalation
PRJEB5495	SAMEA3111488	host		human	curator_escalation	curator escalation
PRJEB5495	SAMEA3111489	host		human	curator_escalation	curator escalation
PRJEB5495	SAMEA3111490	host		human	curator_escalation	curator escalation
PRJEB5495	SAMEA3111491	host		human	curator_escalation	curator escalation
PRJEB5495	SAMEA3111492	host		human	curator_escalation	curator escalation
PRJEB5495	SAMEA3111493	host		human	curator_escalation	curator escalation
PRJEB5495	SAMEA3111494	host		human	curator_escalation	curator escalation
PRJEB5495	SAMEA3111495	host		human	curator_escalation	curator escalation
PRJEB5495	SAMEA3111496	host		human	curator_escalation	curator escalation
PRJEB5495	SAMEA3111497	host		human	curator_escalation	curator escalation
PRJEB5495	SAMEA3111498	host		human	curator_escalation	curator escalation
PRJEB5495	SAMEA3111499	host		human	curator_escalation	curator escalation
PRJEB5495	SAMEA3111500	host		human	curator_escalation	curator escalation
PRJEB5495	SAMEA3111501	host		human	curator_escalation	curator escalation
PRJEB5495	SAMEA3111502	host		human	curator_escalation	curator escalation
PRJEB5495	SAMEA3111503	host		human	curator_escalation	curator escalation
PRJEB5495	SAMEA3111504	host		human	curator_escalation	curator escalation
PRJEB5495	SAMEA3111505	host		human	curator_escalation	curator escalation
PRJEB39942	SAMEA7198809	host		wastewater	curator_escalation	curator escalation
PRJEB39942	SAMEA7198810	host		wastewater	curator_escalation	curator escalation
PRJEB39942	SAMEA7198811	host		wastewater	curator_escalation	curator escalation
PRJEB39942	SAMEA7198812	host		wastewater	curator_escalation	curator escalation
PRJEB39942	SAMEA7198813	host		wastewater	curator_escalation	curator escalation
PRJEB39942	SAMEA7198814	host		wastewater	curator_escalation	curator escalation
PRJEB39942	SAMEA7198815	host		wastewater	curator_escalation	curator escalation
PRJEB39942	SAMEA7198816	host		wastewater	curator_escalation	curator escalation
PRJEB39942	SAMEA7198817	host		wastewater	curator_escalation	curator escalation
PRJEB39942	SAMEA7198818	host		wastewater	curator_escalation	curator escalation
PRJEB39942	SAMEA7198819	host		wastewater	curator_escalation	curator escalation
PRJEB39942	SAMEA7198820	host		wastewater	curator_escalation	curator escalation
PRJEB39942	SAMEA7198825	host		wastewater	curator_escalation	curator escalation
PRJEB39942	SAMEA7198826	host		wastewater	curator_escalation	curator escalation
PRJEB39942	SAMEA7198827	host		wastewater	curator_escalation	curator escalation
PRJEB39942	SAMEA7198830	host		wastewater	curator_escalation	curator escalation
PRJEB39942	SAMEA7198831	host		wastewater	curator_escalation	curator escalation
PRJEB39942	SAMEA7198832	host		wastewater	curator_escalation	curator escalation
PRJEB39942	SAMEA7198839	host		wastewater	curator_escalation	curator escalation
PRJEB39942	SAMEA7198840	host		wastewater	curator_escalation	curator escalation
PRJEB39942	SAMEA7198841	host		wastewater	curator_escalation	curator escalation
PRJEB39942	SAMEA7198842	host		wastewater	curator_escalation	curator escalation
PRJEB39942	SAMEA7198847	host		wastewater	curator_escalation	curator escalation
PRJEB39942	SAMEA7198858	host		wastewater	curator_escalation	curator escalation
PRJEB39942	SAMEA7198859	host		wastewater	curator_escalation	curator escalation
PRJEB39942	SAMEA7198867	host		wastewater	curator_escalation	curator escalation
PRJEB39942	SAMEA7198868	host		wastewater	curator_escalation	curator escalation
