study_accession	none_found	chosen_pmid	chosen_pmcid	chosen_doi	chosen_found_via	find_confidence	verified	sources_agreeing	coverage_estimate	coverage_fraction	shared_accession	umbrella	data_reuse_only	n_candidates	chosen_title
PRJNA781656	False	36002802	PMC9400251	10.1186/s12879-022-07687-7	europepmc_accession	high	True	1	92.0	1.0	False	False	False	1	Epidemiology and genomic analysis of Klebsiella oxytoca from a single hospital network in Australia.
PRJEB8265	False	39424629	PMC11489765	10.1038/s41467-024-53391-2	europepmc_accession,published_version	medium	True	2	91.0	1.0	False	False	False	3	Molecular mechanisms of re-emerging chloramphenicol susceptibility in extended-spectrum beta-lactamase-producing Enterobacterales.
PRJEB36392	False	37200066	PMC10272876	10.1099/mgen.0.001005	europepmc_accession,europepmc_title,published_version	high	True	3	92.0	1.011	False	False	False	1	Within-patient and global evolutionary dynamics of <i>Klebsiella pneumoniae</i> ST17.
PRJNA1004324	True					high		0			False	False	False	0	
PRJNA937403	False	38629835	PMC11237484	10.1128/spectrum.01714-23	europepmc_accession	high	True	1	89.0	1.0	False	False	False	1	Molecular characterization and descriptive analysis of carbapenemase-producing Gram-negative rod infections in Bogota, Colombia.
PRJNA1026096	True					high		0			False	False	True	1	
PRJEB64702	False	38961463	PMC11223429	10.1186/s13756-024-01429-x	europepmc_accession	high	False	1	87.0	1.0	False	False	False	1	Genomic characterization of Klebsiella pneumoniae carbapenemase-producing Klebsiella pneumoniae (KPC-Kp) strains circulating in three university hospitals in Northern Italy over three years.
PRJEB5495	True					low		0			False	False	True	1	
PRJNA488070	False	30882333	PMC6433043	10.3201/eid2504.181482	europepmc_accession	medium	True	1	86.0	1.0	True	False	False	2	Klebsiella pneumoniae ST307 with bla<sub>OXA-181,</sub> South Africa, 2014-2016.
PRJEB57245	False	36671308	PMC9854421	10.3390/antibiotics12010107	europepmc_accession	high	True	1	84.0	0.9882	False	False	False	1	Carbapenemase-Producing <i>Klebsiella pneumoniae</i> in COVID-19 Intensive Care Patients: Identification of IncL-VIM-1 Plasmid in Previously Non-Predominant Sequence Types.
PRJNA237670	False	24639510	PMC3977278	10.1073/pnas.1321364111	europepmc_secondary	high	True	1	85.0	1.0119	True	False	False	6	Molecular dissection of the evolution of carbapenem-resistant multilocus sequence type 258 Klebsiella pneumoniae.
PRJEB53419	False	36640136		10.1093/jac/dkad001	europepmc_title	high		1	212.0	2.5238	True	False	False	2	Molecular features and transmission of NDM-producing Enterobacterales in Israeli hospitals.
PRJNA605147	False	33837077	PMC8034854	10.1126/sciadv.abe3868	europepmc_accession	medium	False	1			True	False	False	7	Niche and local geography shape the pangenome of wastewater- and livestock-associated Enterobacteriaceae.
PRJEB45369	True					low	False	1			True	False	False	5	
PRJNA231221	False	31346170	PMC6658474	10.1038/s41467-019-11306-6	europepmc_title,ncbi_bioproject	high	False	2			False	True	False	25	FDA-ARGOS is a database with public quality-controlled reference genomes for diagnostic use and regulatory science.
PRJEB42526	False	35052919	PMC8772961	10.3390/antibiotics11010042	europepmc_accession,europepmc_title	high	True	2	82.0	0.988	False	False	False	1	One Health Genomic Study of Human and Animal <i>Klebsiella pneumoniae</i> Isolated at Diagnostic Laboratories on a Small Caribbean Island.
PRJNA289272	False	26206847	PMC4551003	10.1093/cid/civ428	europepmc_secondary,ncbi_bioproject	high	True	2	82.0	1.0	False	False	False	2	Intermingled Klebsiella pneumoniae Populations Between Retail Meats and Human Urinary Tract Infections.
PRJEB11403	False	28877757	PMC5588602	10.1186/s13073-017-0471-8	web_search	high	False	1	149.0	1.8171	False	False	False	6	Whole genome sequencing of ESBL-producing Escherichia coli isolated from patients, farm waste and canals in Thailand.
PRJEB26814	False		PMC11101633		europepmc_accession	medium	False	1	82.0	1.0	False	False	False	2	Genomic insights unveil the plasmid transfer mechanism and epidemiology of hypervirulent Klebsiella pneumoniae in Vietnam
PRJDB16654	True					low		0			False	False	False	0	
PRJNA342893	False	28475792		10.1093/cid/cix113	web_search	high		1	80.0	1.0	True	False	False	5	Clinical and Molecular Epidemiology of Carbapenem-Resistant Enterobacteriaceae Among Adult Inpatients in Singapore.
PRJNA663884	False	33324367	PMC7721676	10.3389/fmicb.2020.581081	europepmc_accession,europepmc_title	high	True	2	80.0	1.0	False	False	False	1	Fecal <i>Klebsiella pneumoniae</i> Carriage Is Intermittent and of High Clonal Diversity.
PRJEB34380	False	32760368	PMC7374196	10.3389/fmicb.2020.01563	europepmc_accession	high	True	1	80.0	1.0	False	False	False	1	Carbapenemase-Producing <i>Klebsiella pneumoniae</i> From Transplanted Patients in Brazil: Phylogeny, Resistome, Virulome and Mobile Genetic Elements Harboring <i>bla</i> <sub>KPC-</sub> <sub>2</sub> or <i>bla</i> <sub>NDM-</sub> <sub>1</sub>.
PRJEB49056	False			10.1101/2022.05.03.490393	web_search	high	True	1	80.0	1.0	False	False	False	1	Carbapenem heteroresistance of KPC-producing Klebsiella pneumoniae results from tolerance, persistence and resistance
PRJNA413040	True					high		0			False	False	True	1	
PRJNA1095184	True					high		0			False	False	True	1	
PRJNA910977	False	38129423	PMC10739949	10.1038/s41467-023-44285-w	europepmc_accession,ncbi_bioproject	high	True	2	76.0	1.0	True	False	False	3	Within-host genetic diversity of extended-spectrum beta-lactamase-producing Enterobacterales in long-term colonized patients.
PRJEB51224	False	42127954	PMC13259977	10.1016/j.lanmic.2025.101320	europepmc_accession	medium	True	1			True	False	False	2	Persistent spread of carbapenemase-producing Klebsiella pneumoniae in acute care hospitals in 36 European countries (the CCRE survey): a prospective, multicentre, cross-sectional, epidemiological, microbiological, and genomic surveillance study.
PRJNA389557	False	33541274	PMC7859894	10.1186/s12879-021-05790-9	europepmc_accession	medium	True	1	33.0	0.4342	False	True	False	4	Genomic and clinical characterisation of multidrug-resistant carbapenemase-producing ST231 and ST16 Klebsiella pneumoniae isolates colonising patients at Siriraj hospital, Bangkok, Thailand from 2015 to 2017.
PRJEB56668	False	37414963	PMC10326032	10.1038/s41598-023-37821-7	europepmc_accession	high	True	1	73.0	1.0	False	False	False	1	Genomic features of Klebsiella isolates from artisanal ready-to-eat food production facilities.
PRJNA259658	False	27965456	PMC5156309	10.1128/mbio.02093-16	europepmc_accession,ncbi_bioproject	medium	True	2	97.0	1.3288	True	False	False	9	Comprehensive Genome Analysis of Carbapenemase-Producing Enterobacter spp.: New Insights into Phylogeny, Population Structure, and Resistance Mechanisms.
PRJNA1050414	False	39888998	PMC11784837	10.1126/sciadv.ado9097	europepmc_accession	high	False	1	72.0	1.0	False	False	False	1	The pivotal role of IncFIB(Mar) plasmid in the emergence and spread of hypervirulent carbapenem-resistant <i>Klebsiella pneumoniae</i>.
PRJNA561493	True					high		0			False	False	False	11	
PRJNA1061342	False	38593500		10.1016/j.drup.2024.101083	web_search	high		1	71.0	1.0	False	False	False	2	Expansion and transmission dynamics of high risk carbapenem-resistant Klebsiella pneumoniae subclones in China: An epidemiological, spatial, genomic analysis.
PRJNA479772	False	28167547	PMC5365653	10.1128/aac.02349-16	web_search	high		1	71.0	1.0	False	False	False	1	Multicenter Clinical and Molecular Epidemiological Analysis of Bacteremia Due to Carbapenem-Resistant Enterobacteriaceae (CRE) in the CRE Epicenter of the United States.
PRJNA599387	False	33262745	PMC7686840	10.3389/fmicb.2020.581711	europepmc_accession	high	True	1	70.0	1.0	False	False	False	2	Molecular Characterization of Extended-Spectrum β-Lactamase-Producing <i>Escherichia coli</i> and <i>Klebsiella pneumoniae</i> Among the Pediatric Population in Qatar.
PRJEB50346	True					low		0			False	False	False	0	
PRJEB7967	False	26199326	PMC4513082	10.1128/mbio.00630-15	europepmc_accession	medium	True	1	69.0	1.0	False	False	False	3	Mapping the Evolution of Hypervirulent Klebsiella pneumoniae.
PRJNA355241	False	31451495	PMC6811406	10.1128/aac.01622-19	web_search	high		1	69.0	1.0	False	False	False	1	Whole-Genome Sequencing To Identify Drivers of Carbapenem-Resistant Klebsiella pneumoniae Transmission within and between Regional Long-Term Acute-Care Hospitals.
PRJDB4948	True					high		0			False	False	False	3	
PRJNA778615	False	35696727	PMC9455706	10.1099/mgen.0.000841	europepmc_accession	high	True	1	68.0	1.0	False	False	False	1	Whole-genome sequencing enhances existing pathogen and antimicrobial-resistance surveillance schemes within a neonatal unit.
PRJEB43945	False			10.1016/S2666-5247(24)00113-7	web_search	medium		1	68.0	1.0	True	False	False	1	Pan-pathogen deep sequencing of nosocomial bacterial pathogens in Italy in spring 2020: a prospective cohort study
PRJNA595034	True					low		0			False	False	False	3	
PRJNA903550	False	36695467	PMC9808315	10.2807/1560-7917.es.2022.27.50.2200896	europepmc_accession	medium	True	1	75.0	1.1194	False	False	False	8	Multidrug-resistant organisms in patients from Ukraine in the Netherlands, March to August 2022.
PRJNA990326	False	39792003	PMC11792469	10.1128/spectrum.01825-24	europepmc_accession	high	True	1	66.0	1.0	False	False	False	1	Emerging carbapenem-resistant <i>Klebsiella pneumoniae</i> in a tertiary care hospital in Lima, Peru.
PRJEB26075	True					high		0			False	False	False	2	
PRJNA980932	False	37772074	PMC10532110	10.1093/jacamr/dlad106	europepmc_accession	high	True	1	65.0	1.0	False	False	False	1	Analysis of the stepwise acquisition of &lt;i&gt;bla&lt;/i&gt;&lt;sub&gt;CTX-M-2&lt;/sub&gt; and subsequent acquisition of either &lt;i&gt;bla&lt;/i&gt;&lt;sub&gt;IMP-1&lt;/sub&gt; or &lt;i&gt;bla&lt;/i&gt;&lt;sub&gt;IMP-6&lt;/sub&gt; in highly conserved IncN-pST5 plasmids.
PRJEB78367	False	41480074	PMC12753507	10.3389/fpubh.2025.1716498	europepmc_accession	medium	False	1			True	True	False	1	SeqAfrica: empowering Africa's fight against antimicrobial resistance through genomics.
PRJEB19918	False	34485958	PMC8410606	10.1016/s2666-5247(21)00117-8	europepmc_accession	high	True	1	63.0	1.0	False	False	False	3	Defining nosocomial transmission of <i>Escherichia coli</i> and antimicrobial resistance genes: a genomic surveillance study.
PRJNA445400	True					high		0			False	False	False	4	
PRJEB51676	False	35756036	PMC9218594	10.3389/fmicb.2022.897161	europepmc_accession	high	True	1	63.0	1.0	False	False	False	1	Evaluation of Fourier Transform Infrared Spectroscopy as a First-Line Typing Tool for the Identification of Extended-Spectrum β-Lactamase-Producing <i>Klebsiella pneumoniae</i> Outbreaks in the Hospital Setting.
PRJNA738476	False	35311539	PMC9045244	10.1128/spectrum.02287-21	europepmc_accession	high	True	1	63.0	1.0	False	False	False	1	Simultaneous Hospital Outbreaks of New Delhi Metallo-β-Lactamase-Producing <i>Enterobacterales</i> Unraveled Using Whole-Genome Sequencing.
PRJNA253300	False	25267672	PMC4249533	10.1128/aac.03900-14	europepmc_accession,europepmc_secondary,ncbi_bioproject	high	True	3	62.0	1.0	False	False	False	4	Genome sequencing of an extended series of NDM-producing Klebsiella pneumoniae isolates from neonatal infections in a Nepali hospital characterizes the extent of community- versus hospital-associated transmission in an endemic setting.
PRJEB49334	False	36109646	PMC9519440	10.1038/s41564-022-01221-w	europepmc_accession	high	False	1	46.0	0.7419	False	False	False	2	Long-term ecological and evolutionary dynamics in the gut microbiomes of carbapenemase-producing Enterobacteriaceae colonized subjects.
PRJEB46655	False	35283332	PMC9200643	10.1016/j.jgar.2022.03.001	europepmc_accession	low	True	1	61.0	1.0	False	False	False	1	Mortality associated with third-generation cephalosporin resistance in Enterobacteriaceae bloodstream infections at one South African hospital.
PRJNA826066	False	36445082	PMC9765435	10.1128/mbio.02906-22	europepmc_accession	high	True	1	60.0	1.0	False	False	False	1	Within-Host Genotypic and Phenotypic Diversity of Contemporaneous Carbapenem-Resistant Klebsiella pneumoniae from Blood Cultures of Patients with Bacteremia.
PRJNA736690	False	35156028	PMC8826793	10.1093/jacamr/dlab197	europepmc_accession,ncbi_bioproject	high	True	2	179.0	2.9833	False	False	False	1	Activity of cefepime/taniborbactam and comparators against whole genome sequenced ertapenem-non-susceptible Enterobacterales clinical isolates: CANWARD 2007-19.
PRJEB66360	False	37962370	PMC10714954	10.1128/spectrum.02238-23	europepmc_accession	high	True	1	60.0	1.0	False	False	False	1	Heteroresistance to colistin in wild-type &lt;i&gt;Klebsiella pneumoniae&lt;/i&gt; isolates from clinical origin.
PRJEB59403	False	37201847		10.1016/j.scitotenv.2023.164179	web_search	high		1	59.0	1.0	False	False	False	1	Carbapenemase-producing Gram-negative bacteria in hospital wastewater, wastewater treatment plants and surface waters in a metropolitan area in Germany, 2020.
PRJEB30771	False	31504589		10.1093/jac/dkz366	web_search	high		1	59.0	1.0	False	False	False	1	Emergence of NDM-producing Klebsiella pneumoniae and Escherichia coli in Spain: phylogeny, resistome, virulence and plasmids encoding blaNDM-like genes as determined by WGS.
PRJNA799063	True					high		0			False	False	False	2	
PRJEB51966	False	38632538	PMC11025145	10.1186/s12864-024-10276-4	europepmc_accession	high	False	1	59.0	1.0	False	False	False	1	Respiratory carriage of hypervirulent Klebsiella pneumoniae by indigenous populations of Malaysia.
PRJEB28660	False			10.1101/456897	web_search	high	True	1	100.0	1.6949	False	False	False	3	Resolving structural diversity of Carbapenemase-producing gram-negative bacteria using single molecule sequencing
PRJNA592157	False	32760750	PMC7395672	10.1093/ofid/ofaa266	europepmc_accession	high	True	1	58.0	1.0	False	False	False	1	Whole Genome Sequencing of Peruvian <i>Klebsiella pneumoniae</i> Identifies Novel Plasmid Vectors Bearing Carbapenem Resistance Gene <i>NDM-1</i>.
PRJNA796567	False			10.1128/aac.00030-23	web_search	medium	False	1	58.0	1.0	False	False	False	4	Genomic Epidemiology of Carbapenem-Resistant Klebsiella in Qatar: Emergence and Dissemination of Hypervirulent Klebsiella pneumoniae Sequence Type 383 Strains
PRJNA329105	True					low		0			False	False	False	0	
PRJNA769451	False	34975798	PMC8718808	10.3389/fmicb.2021.771170	europepmc_accession	high	True	1	57.0	1.0179	False	False	False	1	Clonal Dissemination of Clinical Carbapenem-Resistant <i>Klebsiella pneumoniae</i> Isolates Carrying <i>fosA3</i> and <i>bla</i> <sub><i>KPC</i>-2</sub> Coharboring Plasmids in Shandong, China.
PRJNA1135353	False	39752189	PMC11893277	10.1099/mgen.0.001337	europepmc_accession	medium	True	1	55.0	1.0	False	False	False	1	Ecological insights into the microbiology of food using metagenomics and its potential surveillance applications.
PRJDB6962	False	30232165	PMC6147131	10.1128/msphere.00314-18	europepmc_accession,ncbi_bioproject	low	True	2			True	False	False	5	Complete Genome Sequence of a <i>bla</i><sub>KPC-2</sub>-Positive Klebsiella pneumoniae Strain Isolated from the Effluent of an Urban Sewage Treatment Plant in Japan.
PRJEB59975	False	37626377	PMC10464136	10.1186/s12929-023-00960-0	europepmc_accession	high	True	1	54.0	1.0	False	False	False	1	Various arrangements of mobile genetic elements among CC147 subpopulations of Klebsiella pneumoniae harboring bla<sub>NDM-1</sub>: a comparative genomic analysis of carbapenem resistant strains.
PRJNA918858	False	37508209	PMC10375995	10.3390/antibiotics12071111	europepmc_accession	high	False	1	54.0	1.0	False	False	False	1	Heteroresistance to Colistin in Clinical Isolates of <i>Klebsiella pneumoniae</i> Producing OXA-48.
PRJEB37933	False	33298160	PMC7724794	10.1186/s13073-020-00814-6	europepmc_accession,ncbi_bioproject	high	False	2	53.0	1.0	True	False	False	4	A Klebsiella pneumoniae ST307 outbreak clone from Germany demonstrates features of extensive drug resistance, hypermucoviscosity, and enhanced iron acquisition.
PRJEB18059	False	29527200	PMC5829066	10.3389/fmicb.2018.00322	europepmc_accession	high	True	1	53.0	1.0	False	False	False	4	Whole Genome Sequence Analysis of CTX-M-15 Producing <i>Klebsiella</i> Isolates Allowed Dissecting a Polyclonal Outbreak Scenario.
PRJNA970254	False	38515176	PMC10958879	10.1186/s13059-024-03216-8	europepmc_accession,ncbi_bioproject	high	True	2	1134.0	21.8077	False	False	False	3	Cataloging the phylogenetic diversity of human bladder bacterial isolates.
PRJEB50837	False	36509735	PMC9744880	10.1038/s41467-022-34970-7	europepmc_accession	high	True	1	1448.0	27.8462	False	False	False	2	Dynamics of extended-spectrum cephalosporin resistance genes in Escherichia coli from Europe and North America.
PRJEB51225	False	37668148	PMC10569728	10.1099/mgen.0.001104	europepmc_secondary	high	True	1	97.0	1.902	False	False	False	1	Clonal expansion and rapid characterization of <i>Klebsiella pneumoniae</i> ST1788, an otherwise uncommon strain spreading in Wales, UK.
PRJNA945449	False	39163245	PMC12526891	10.1093/infdis/jiae417	europepmc_accession	high		1	51.0	1.0	False	False	False	1	Bacterial Genomics for National Antimicrobial Resistance Surveillance in Cambodia.
PRJNA925003	False	37549252	PMC10434301	10.1073/pnas.2305465120	europepmc_accession,ncbi_bioproject	high	True	2	203.0	3.9804	False	False	False	1	Antimicrobial resistance heterogeneity among multidrug-resistant Gram-negative pathogens: Phenotypic, genotypic, and proteomic analysis.
PRJNA701073	False	35211736	PMC9047678	10.1093/jac/dkac045	europepmc_accession	high	True	1	50.0	1.0	False	False	False	1	Oral fosfomycin activity against Klebsiella pneumoniae in a dynamic bladder infection in vitro model.
PRJEB2655	False	23299977	PMC3613582	10.1101/gr.147710.112	web_search	medium	False	1	50.0	1.0	True	False	False	19	A genomic portrait of the emergence, evolution, and global spread of a methicillin-resistant Staphylococcus aureus pandemic.
PRJNA643814	False			10.2807/1560-7917.ES.2020.25.7.2000080	web_search	medium		1	50.0	1.0	False	False	False	4	Prolonged outbreak of New Delhi metallo-beta-lactamase-producing carbapenem-resistant Enterobacterales (NDM-CRE), Tuscany, Italy, 2018 to 2019
PRJNA803387	False	38096417	PMC10741383	10.1073/pnas.2314135120	europepmc_accession	medium	True	1	95.0	1.9	True	False	False	2	Antimicrobial resistance level and conjugation permissiveness shape plasmid distribution in clinical enterobacteria.
PRJEB28115	True					high		0			False	False	False	0	
PRJDB8311	False	31789374		10.1093/jac/dkz501	web_search	high		1	50.0	1.0	True	False	False	2	Comparison between IMP carbapenemase-producing Enterobacteriaceae and non-carbapenemase-producing Enterobacteriaceae: a multicentre prospective study of the clinical and molecular epidemiology of carbapenem-resistant Enterobacteriaceae.
PRJNA415530	False	30445429	PMC6376851	10.1093/jac/dky458	europepmc_accession	high	True	1	50.0	1.0	False	False	False	1	Octapeptin C4 and polymyxin resistance occur via distinct pathways in an epidemic XDR Klebsiella pneumoniae ST258 isolate.
