study_accession	field	fold	none_found	chosen_pmcid	fulltext_source	is_full_text	paper_resolved	paper_url	paper_title	manual_pdf_present	manual_pdf_readable	supp_present	gate_status	n_blank	per_sample_method	zero_reason	n_whole_field	n_per_sample	n_escalation	remaining_est	escalation_status	resolution_state	recoverability
PRJEB20234	isolation_source	tail100	False		local_pdf	True	True	https://doi.org/10.1016/j.ajic.2017.07.022	Stalking a lethal superbug by whole-genome sequencing and ph	True	True	False	not_gated	0			0	0	0	0	none	FILLED	not_gated
PRJEB20234	host	tail100	False		local_pdf	True	True	https://doi.org/10.1016/j.ajic.2017.07.022	Stalking a lethal superbug by whole-genome sequencing and ph	True	True	False	not_gated	0			0	0	0	0	none	FILLED	not_gated
PRJEB20809	country	tail100	False	PMC13148723	europepmc_fulltext	True	True	https://doi.org/10.1099/mgen.0.001654	Whole-genome sequencing to investigate the prevalence and tr	False	False	False	covered	111	abstained		111	0	0	111	none	FILLED	whole_field
PRJEB20809	collection_date	tail100	False	PMC13148723	europepmc_fulltext	True	True	https://doi.org/10.1099/mgen.0.001654	Whole-genome sequencing to investigate the prevalence and tr	False	False	False	residual_per_sample	111	abstained	no_supp	0	0	0	111	generated	ACTIONABLE	fetch_supp_table
PRJEB20809	isolation_source	tail100	False	PMC13148723	europepmc_fulltext	True	True	https://doi.org/10.1099/mgen.0.001654	Whole-genome sequencing to investigate the prevalence and tr	False	False	False	residual_per_sample	111	abstained	no_supp	0	0	0	111	generated	ACTIONABLE	fetch_supp_table
PRJEB20809	host	tail100	False	PMC13148723	europepmc_fulltext	True	True	https://doi.org/10.1099/mgen.0.001654	Whole-genome sequencing to investigate the prevalence and tr	False	False	False	covered	111	abstained		111	0	0	111	none	FILLED	whole_field
PRJEB21132	country	tail100	False		none	False	False		Report on the 2nd proficiency test trial for the Global Micr	False	False	False	not_gated	0	NO_PMCID		0	0	0	0	none	FILLED	not_gated
PRJEB21132	collection_date	tail100	False		none	False	False		Report on the 2nd proficiency test trial for the Global Micr	False	False	False	residual_per_sample	130	NO_PMCID	NO_PMCID	0	0	0	130	generated	EXHAUSTED	no_paper_findable
PRJEB21132	isolation_source	tail100	False		none	False	False		Report on the 2nd proficiency test trial for the Global Micr	False	False	False	residual_per_sample	130	NO_PMCID	NO_PMCID	0	0	0	130	generated	EXHAUSTED	no_paper_findable
PRJEB21132	host	tail100	False		none	False	False		Report on the 2nd proficiency test trial for the Global Micr	False	False	False	residual_per_sample	130	NO_PMCID	NO_PMCID	0	0	0	130	generated	EXHAUSTED	no_paper_findable
PRJEB30913	country	tail100	False	PMC6966826	europepmc_fulltext	True	True	https://doi.org/10.1186/s13073-019-0706-y	Genomic surveillance for hypervirulence and multi-drug resis	False	False	False	not_gated	0	abstained		0	0	0	0	none	FILLED	not_gated
PRJEB30913	collection_date	tail100	False	PMC6966826	europepmc_fulltext	True	True	https://doi.org/10.1186/s13073-019-0706-y	Genomic surveillance for hypervirulence and multi-drug resis	False	False	False	not_gated	0	abstained		0	0	0	0	none	FILLED	not_gated
PRJEB30913	isolation_source	tail100	False	PMC6966826	europepmc_fulltext	True	True	https://doi.org/10.1186/s13073-019-0706-y	Genomic surveillance for hypervirulence and multi-drug resis	False	False	False	not_gated	0	abstained		0	0	0	0	none	FILLED	not_gated
PRJEB30913	host	tail100	False	PMC6966826	europepmc_fulltext	True	True	https://doi.org/10.1186/s13073-019-0706-y	Genomic surveillance for hypervirulence and multi-drug resis	False	False	False	covered	129	abstained		129	0	0	129	none	FILLED	whole_field
PRJEB36370	country	tail100	False		local_pdf	True	True	https://doi.org/10.1016/j.ijantimicag.2020.105931	Investigation of possible clonal transmission of carbapenema	True	True	False	covered	103	NO_PMCID		103	0	0	103	none	FILLED	whole_field
PRJEB36370	collection_date	tail100	False		local_pdf	True	True	https://doi.org/10.1016/j.ijantimicag.2020.105931	Investigation of possible clonal transmission of carbapenema	True	True	False	residual_per_sample	103	NO_PMCID	NO_PMCID	0	0	0	103	generated	ACTIONABLE	fetch_supp_table
PRJEB36370	isolation_source	tail100	False		local_pdf	True	True	https://doi.org/10.1016/j.ijantimicag.2020.105931	Investigation of possible clonal transmission of carbapenema	True	True	False	residual_per_sample	103	NO_PMCID	NO_PMCID	0	0	0	103	generated	ACTIONABLE	fetch_supp_table
PRJEB36370	host	tail100	False		local_pdf	True	True	https://doi.org/10.1016/j.ijantimicag.2020.105931	Investigation of possible clonal transmission of carbapenema	True	True	False	covered	103	NO_PMCID		103	0	0	103	none	FILLED	whole_field
PRJEB39567	country	tail100	False	PMC12647771	europepmc_fulltext	True	True	https://doi.org/10.1038/s41467-025-66088-x	High frequency body site translocation of nosocomial Pseudom	False	False	True	covered	250	abstained		250	0	0	250	none	FILLED	whole_field
PRJEB39567	collection_date	tail100	False	PMC12647771	europepmc_fulltext	True	True	https://doi.org/10.1038/s41467-025-66088-x	High frequency body site translocation of nosocomial Pseudom	False	False	True	covered	250	abstained		250	0	0	250	none	FILLED	whole_field
PRJEB39567	isolation_source	tail100	False	PMC12647771	europepmc_fulltext	True	True	https://doi.org/10.1038/s41467-025-66088-x	High frequency body site translocation of nosocomial Pseudom	False	False	True	residual_per_sample	250	abstained		0	0	0	250	generated	BLOCKED	needs_linkage
PRJEB39567	host	tail100	False	PMC12647771	europepmc_fulltext	True	True	https://doi.org/10.1038/s41467-025-66088-x	High frequency body site translocation of nosocomial Pseudom	False	False	True	covered	250	abstained		250	0	0	250	none	FILLED	whole_field
PRJEB40861	country	tail100	True		none	False	False			False	False	False	not_gated	0	NO_PMCID		0	0	0	0	none	FILLED	not_gated
PRJEB40861	collection_date	tail100	True		none	False	False			False	False	False	not_gated	0	NO_PMCID		0	0	0	0	none	FILLED	not_gated
PRJEB40861	isolation_source	tail100	True		none	False	False			False	False	False	residual_per_sample	109	NO_PMCID	NO_PMCID	0	0	0	109	generated	EXHAUSTED	no_paper_findable
PRJEB40861	host	tail100	True		none	False	False			False	False	False	residual_per_sample	109	NO_PMCID	NO_PMCID	0	0	0	109	generated	EXHAUSTED	no_paper_findable
PRJEB49326	country	tail100	True		none	False	False			False	False	False	not_gated	0	NO_PMCID		0	0	0	0	none	FILLED	not_gated
PRJEB49326	collection_date	tail100	True		none	False	False			False	False	False	not_gated	0	NO_PMCID		0	0	0	0	none	FILLED	not_gated
PRJEB49326	isolation_source	tail100	True		none	False	False			False	False	False	not_gated	0	NO_PMCID		0	0	0	0	none	FILLED	not_gated
PRJEB49326	host	tail100	True		none	False	False			False	False	False	covered	127	NO_PMCID		127	0	0	127	none	FILLED	whole_field
PRJEB49683	country	tail100	False	PMC7994358	europepmc_fulltext	True	True	https://doi.org/10.3389/fmicb.2021.620002	AMRmap: An Interactive Web Platform for Analysis of Antimicr	False	False	False	not_gated	0	abstained		0	0	0	0	none	FILLED	not_gated
PRJEB49683	collection_date	tail100	False	PMC7994358	europepmc_fulltext	True	True	https://doi.org/10.3389/fmicb.2021.620002	AMRmap: An Interactive Web Platform for Analysis of Antimicr	False	False	False	not_gated	0	abstained		0	0	0	0	none	FILLED	not_gated
PRJEB49683	isolation_source	tail100	False	PMC7994358	europepmc_fulltext	True	True	https://doi.org/10.3389/fmicb.2021.620002	AMRmap: An Interactive Web Platform for Analysis of Antimicr	False	False	False	not_gated	0	abstained		0	0	0	0	none	FILLED	not_gated
PRJEB49683	host	tail100	False	PMC7994358	europepmc_fulltext	True	True	https://doi.org/10.3389/fmicb.2021.620002	AMRmap: An Interactive Web Platform for Analysis of Antimicr	False	False	False	covered	121	abstained		121	0	0	121	none	FILLED	whole_field
PRJEB50545	country	tail100	False	PMC12779062	europepmc_fulltext	True	True	https://doi.org/10.1371/journal.pone.0337346	Extended-spectrum beta-lactamase-producing Escherichia coli 	False	False	False	covered	100	direct		0	48	0	52	generated	FILLED	whole_field
PRJEB50545	collection_date	tail100	False	PMC12779062	europepmc_fulltext	True	True	https://doi.org/10.1371/journal.pone.0337346	Extended-spectrum beta-lactamase-producing Escherichia coli 	False	False	False	covered	100	direct		0	48	0	52	none	FILLED	whole_field
PRJEB50545	isolation_source	tail100	False	PMC12779062	europepmc_fulltext	True	True	https://doi.org/10.1371/journal.pone.0337346	Extended-spectrum beta-lactamase-producing Escherichia coli 	False	False	False	residual_per_sample	100	direct	field_not_in_table	0	0	0	100	generated	EXHAUSTED	field_not_in_table
PRJEB50545	host	tail100	False	PMC12779062	europepmc_fulltext	True	True	https://doi.org/10.1371/journal.pone.0337346	Extended-spectrum beta-lactamase-producing Escherichia coli 	False	False	False	covered	100	direct		0	48	0	52	generated	FILLED	whole_field
PRJEB54810	country	tail100	False	PMC9376106	europepmc_fulltext	True	True	https://doi.org/10.1038/s41467-022-32504-9	Adaptation to novel spatially-structured environments is dri	False	False	False	residual_per_sample	165	abstained		0	0	0	165	generated	BLOCKED	needs_linkage
PRJEB54810	collection_date	tail100	False	PMC9376106	europepmc_fulltext	True	True	https://doi.org/10.1038/s41467-022-32504-9	Adaptation to novel spatially-structured environments is dri	False	False	False	residual_per_sample	165	abstained		0	0	0	165	generated	BLOCKED	needs_linkage
PRJEB54810	isolation_source	tail100	False	PMC9376106	europepmc_fulltext	True	True	https://doi.org/10.1038/s41467-022-32504-9	Adaptation to novel spatially-structured environments is dri	False	False	False	residual_per_sample	165	abstained		0	0	0	165	generated	BLOCKED	needs_linkage
PRJEB54810	host	tail100	False	PMC9376106	europepmc_fulltext	True	True	https://doi.org/10.1038/s41467-022-32504-9	Adaptation to novel spatially-structured environments is dri	False	False	False	residual_per_sample	165	abstained		0	0	0	165	generated	BLOCKED	needs_linkage
PRJEB55414	country	tail100	False	PMC10434048	europepmc_fulltext	True	True	https://doi.org/10.1128/spectrum.04716-22	Widespread Detection of Yersiniabactin Gene Cluster and Its 	False	False	False	not_gated	0	abstained		0	0	0	0	none	FILLED	not_gated
PRJEB55414	collection_date	tail100	False	PMC10434048	europepmc_fulltext	True	True	https://doi.org/10.1128/spectrum.04716-22	Widespread Detection of Yersiniabactin Gene Cluster and Its 	False	False	False	residual_per_sample	75	abstained		0	0	0	75	generated	BLOCKED	needs_linkage
PRJEB55414	isolation_source	tail100	False	PMC10434048	europepmc_fulltext	True	True	https://doi.org/10.1128/spectrum.04716-22	Widespread Detection of Yersiniabactin Gene Cluster and Its 	False	False	False	residual_per_sample	114	abstained		0	0	0	114	generated	BLOCKED	needs_linkage
PRJEB55414	host	tail100	False	PMC10434048	europepmc_fulltext	True	True	https://doi.org/10.1128/spectrum.04716-22	Widespread Detection of Yersiniabactin Gene Cluster and Its 	False	False	False	covered	114	abstained		114	0	0	114	none	FILLED	whole_field
PRJEB56918	country	tail100	False	PMC10505216	europepmc_fulltext	True	True	https://doi.org/10.1038/s41597-023-02502-7	Whole genomes from bacteria collected at diagnostic units ar	False	False	False	not_gated	0	abstained		0	0	0	0	none	FILLED	not_gated
PRJEB56918	collection_date	tail100	False	PMC10505216	europepmc_fulltext	True	True	https://doi.org/10.1038/s41597-023-02502-7	Whole genomes from bacteria collected at diagnostic units ar	False	False	False	not_gated	0	abstained		0	0	0	0	none	FILLED	not_gated
PRJEB56918	isolation_source	tail100	False	PMC10505216	europepmc_fulltext	True	True	https://doi.org/10.1038/s41597-023-02502-7	Whole genomes from bacteria collected at diagnostic units ar	False	False	False	not_gated	0	abstained		0	0	0	0	none	FILLED	not_gated
PRJEB56918	host	tail100	False	PMC10505216	europepmc_fulltext	True	True	https://doi.org/10.1038/s41597-023-02502-7	Whole genomes from bacteria collected at diagnostic units ar	False	False	False	covered	465	abstained		465	0	0	465	none	FILLED	whole_field
PRJEB63210	country	tail100	False	PMC11790497	europepmc_fulltext	True	True	https://doi.org/10.1038/s41564-024-01891-8	ESKAPE pathogens rapidly develop resistance against antibiot	False	False	False	not_gated	0	abstained		0	0	0	0	none	FILLED	not_gated
PRJEB63210	collection_date	tail100	False	PMC11790497	europepmc_fulltext	True	True	https://doi.org/10.1038/s41564-024-01891-8	ESKAPE pathogens rapidly develop resistance against antibiot	False	False	False	not_gated	0	abstained		0	0	0	0	none	FILLED	not_gated
PRJEB63210	isolation_source	tail100	False	PMC11790497	europepmc_fulltext	True	True	https://doi.org/10.1038/s41564-024-01891-8	ESKAPE pathogens rapidly develop resistance against antibiot	False	False	False	residual_per_sample	162	abstained	no_supp	0	0	0	162	generated	EXHAUSTED	paper_has_no_table
PRJEB63210	host	tail100	False	PMC11790497	europepmc_fulltext	True	True	https://doi.org/10.1038/s41564-024-01891-8	ESKAPE pathogens rapidly develop resistance against antibiot	False	False	False	residual_per_sample	162	abstained	no_supp	0	0	0	162	generated	EXHAUSTED	paper_has_no_table
PRJEB8666	country	tail100	False	PMC8330565	europepmc_fulltext	True	True	https://doi.org/10.1136/bmjgh-2021-005659	The genomic epidemiology of multi-drug resistant invasive no	False	False	False	residual_per_sample	106	abstained		0	0	0	106	generated	BLOCKED	needs_linkage
PRJEB8666	collection_date	tail100	False	PMC8330565	europepmc_fulltext	True	True	https://doi.org/10.1136/bmjgh-2021-005659	The genomic epidemiology of multi-drug resistant invasive no	False	False	False	residual_per_sample	106	abstained		0	0	0	106	generated	BLOCKED	needs_linkage
PRJEB8666	isolation_source	tail100	False	PMC8330565	europepmc_fulltext	True	True	https://doi.org/10.1136/bmjgh-2021-005659	The genomic epidemiology of multi-drug resistant invasive no	False	False	False	covered	106	abstained		106	0	0	106	none	FILLED	whole_field
PRJEB8666	host	tail100	False	PMC8330565	europepmc_fulltext	True	True	https://doi.org/10.1136/bmjgh-2021-005659	The genomic epidemiology of multi-drug resistant invasive no	False	False	False	covered	106	abstained		106	0	0	106	none	FILLED	whole_field
PRJEB8667	country	tail100	True		none	False	False			False	False	False	covered	184	NO_PMCID		184	0	0	184	none	FILLED	whole_field
PRJEB8667	collection_date	tail100	True		none	False	False			False	False	False	residual_per_sample	184	NO_PMCID	NO_PMCID	0	0	0	184	generated	EXHAUSTED	no_paper_findable
PRJEB8667	isolation_source	tail100	True		none	False	False			False	False	False	residual_per_sample	184	NO_PMCID	NO_PMCID	0	0	0	184	generated	EXHAUSTED	no_paper_findable
PRJEB8667	host	tail100	True		none	False	False			False	False	False	residual_per_sample	184	NO_PMCID		0	0	184	0	applied	FILLED	per_sample_or_escalation
PRJNA1052100	country	tail100	False	PMC11215549	europepmc_fulltext	True	True	https://doi.org/10.1093/jac/dkae123	Genomic diversity and antimicrobial resistance in clinical K	False	False	False	not_gated	0			0	0	0	0	none	FILLED	not_gated
PRJNA1052100	collection_date	tail100	False	PMC11215549	europepmc_fulltext	True	True	https://doi.org/10.1093/jac/dkae123	Genomic diversity and antimicrobial resistance in clinical K	False	False	False	not_gated	0			0	0	0	0	none	FILLED	not_gated
PRJNA1052100	isolation_source	tail100	False	PMC11215549	europepmc_fulltext	True	True	https://doi.org/10.1093/jac/dkae123	Genomic diversity and antimicrobial resistance in clinical K	False	False	False	not_gated	0			0	0	0	0	none	FILLED	not_gated
PRJNA1052100	host	tail100	False	PMC11215549	europepmc_fulltext	True	True	https://doi.org/10.1093/jac/dkae123	Genomic diversity and antimicrobial resistance in clinical K	False	False	False	not_gated	0			0	0	0	0	none	FILLED	not_gated
PRJNA1076808	country	tail100	False	PMC11587635	europepmc_fulltext	True	True	https://doi.org/10.1186/s13073-024-01412-6	Genomic surveillance of multidrug-resistant organisms based 	False	False	True	not_gated	0	abstained		0	0	0	0	none	FILLED	not_gated
PRJNA1076808	collection_date	tail100	False	PMC11587635	europepmc_fulltext	True	True	https://doi.org/10.1186/s13073-024-01412-6	Genomic surveillance of multidrug-resistant organisms based 	False	False	True	not_gated	0	abstained		0	0	0	0	none	FILLED	not_gated
PRJNA1076808	isolation_source	tail100	False	PMC11587635	europepmc_fulltext	True	True	https://doi.org/10.1186/s13073-024-01412-6	Genomic surveillance of multidrug-resistant organisms based 	False	False	True	residual_per_sample	104	abstained		0	0	0	104	generated	BLOCKED	needs_linkage
PRJNA1076808	host	tail100	False	PMC11587635	europepmc_fulltext	True	True	https://doi.org/10.1186/s13073-024-01412-6	Genomic surveillance of multidrug-resistant organisms based 	False	False	True	not_gated	0	abstained		0	0	0	0	none	FILLED	not_gated
PRJNA267549	country	tail100	False	PMC4521703	europepmc_fulltext	True	True	https://doi.org/10.1371/journal.pgen.1005413	A Year of Infection in the Intensive Care Unit: Prospective 	False	False	False	not_gated	0	direct		0	0	0	0	none	FILLED	not_gated
PRJNA267549	collection_date	tail100	False	PMC4521703	europepmc_fulltext	True	True	https://doi.org/10.1371/journal.pgen.1005413	A Year of Infection in the Intensive Care Unit: Prospective 	False	False	False	covered	114	direct		114	0	0	114	none	FILLED	whole_field
PRJNA267549	isolation_source	tail100	False	PMC4521703	europepmc_fulltext	True	True	https://doi.org/10.1371/journal.pgen.1005413	A Year of Infection in the Intensive Care Unit: Prospective 	False	False	False	covered	114	direct		0	110	0	4	none	FILLED	whole_field
PRJNA267549	host	tail100	False	PMC4521703	europepmc_fulltext	True	True	https://doi.org/10.1371/journal.pgen.1005413	A Year of Infection in the Intensive Care Unit: Prospective 	False	False	False	not_gated	0	direct		0	0	0	0	none	FILLED	not_gated
PRJNA269675	country	tail100	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	none	FILLED	not_gated
PRJNA269675	collection_date	tail100	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	none	FILLED	not_gated
PRJNA269675	isolation_source	tail100	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	none	FILLED	not_gated
PRJNA269675	host	tail100	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	none	FILLED	not_gated
PRJNA353728	country	tail100	True		none	False	False			False	False	False	not_gated	0	NO_PMCID		0	0	0	0	none	FILLED	not_gated
PRJNA353728	collection_date	tail100	True		none	False	False			False	False	False	not_gated	0	NO_PMCID		0	0	0	0	none	FILLED	not_gated
PRJNA353728	isolation_source	tail100	True		none	False	False			False	False	False	residual_per_sample	441	NO_PMCID	NO_PMCID	0	0	0	441	generated	EXHAUSTED	no_paper_findable
PRJNA353728	host	tail100	True		none	False	False			False	False	False	not_gated	0	NO_PMCID		0	0	0	0	none	FILLED	not_gated
PRJNA397262	country	tail100	False	PMC5756455	europepmc_fulltext	True	True	https://doi.org/10.7717/peerj.4210	Translating genomics into practice for real-time surveillanc	False	False	False	not_gated	0			0	0	0	0	none	FILLED	not_gated
PRJNA397262	collection_date	tail100	False	PMC5756455	europepmc_fulltext	True	True	https://doi.org/10.7717/peerj.4210	Translating genomics into practice for real-time surveillanc	False	False	False	not_gated	0			0	0	0	0	none	FILLED	not_gated
PRJNA397262	isolation_source	tail100	False	PMC5756455	europepmc_fulltext	True	True	https://doi.org/10.7717/peerj.4210	Translating genomics into practice for real-time surveillanc	False	False	False	not_gated	0			0	0	0	0	none	FILLED	not_gated
PRJNA397262	host	tail100	False	PMC5756455	europepmc_fulltext	True	True	https://doi.org/10.7717/peerj.4210	Translating genomics into practice for real-time surveillanc	False	False	False	not_gated	0			0	0	0	0	none	FILLED	not_gated
PRJNA411762	country	tail100	False	PMC6535554	europepmc_fulltext	True	True	https://doi.org/10.1128/aac.02513-18	<i>Klebsiella quasipneumoniae</i> Provides a Window into Car	False	False	False	not_gated	0	abstained		0	0	0	0	none	FILLED	not_gated
PRJNA411762	collection_date	tail100	False	PMC6535554	europepmc_fulltext	True	True	https://doi.org/10.1128/aac.02513-18	<i>Klebsiella quasipneumoniae</i> Provides a Window into Car	False	False	False	not_gated	0	abstained		0	0	0	0	none	FILLED	not_gated
PRJNA411762	isolation_source	tail100	False	PMC6535554	europepmc_fulltext	True	True	https://doi.org/10.1128/aac.02513-18	<i>Klebsiella quasipneumoniae</i> Provides a Window into Car	False	False	False	not_gated	0	abstained		0	0	0	0	none	FILLED	not_gated
PRJNA411762	host	tail100	False	PMC6535554	europepmc_fulltext	True	True	https://doi.org/10.1128/aac.02513-18	<i>Klebsiella quasipneumoniae</i> Provides a Window into Car	False	False	False	residual_per_sample	93	abstained		0	0	0	93	generated	BLOCKED	needs_linkage
PRJNA473122	country	tail100	False	PMC6299229	europepmc_fulltext	True	True	https://doi.org/10.1128/mbio.02481-18	Population Structure, Antibiotic Resistance, and Uropathogen	False	False	False	not_gated	0			0	0	0	0	none	FILLED	not_gated
PRJNA473122	collection_date	tail100	False	PMC6299229	europepmc_fulltext	True	True	https://doi.org/10.1128/mbio.02481-18	Population Structure, Antibiotic Resistance, and Uropathogen	False	False	False	not_gated	0			0	0	0	0	none	FILLED	not_gated
PRJNA473122	isolation_source	tail100	False	PMC6299229	europepmc_fulltext	True	True	https://doi.org/10.1128/mbio.02481-18	Population Structure, Antibiotic Resistance, and Uropathogen	False	False	False	not_gated	0			0	0	0	0	none	FILLED	not_gated
PRJNA473122	host	tail100	False	PMC6299229	europepmc_fulltext	True	True	https://doi.org/10.1128/mbio.02481-18	Population Structure, Antibiotic Resistance, and Uropathogen	False	False	False	not_gated	0			0	0	0	0	none	FILLED	not_gated
PRJNA503964	country	tail100	False	PMC7364214	europepmc_fulltext	True	True	https://doi.org/10.1128/msphere.00428-20	Horizontal Plasmid Transfer among Klebsiella pneumoniae Isol	False	False	False	not_gated	0			0	0	0	0	none	FILLED	not_gated
PRJNA503964	collection_date	tail100	False	PMC7364214	europepmc_fulltext	True	True	https://doi.org/10.1128/msphere.00428-20	Horizontal Plasmid Transfer among Klebsiella pneumoniae Isol	False	False	False	not_gated	0			0	0	0	0	none	FILLED	not_gated
PRJNA503964	isolation_source	tail100	False	PMC7364214	europepmc_fulltext	True	True	https://doi.org/10.1128/msphere.00428-20	Horizontal Plasmid Transfer among Klebsiella pneumoniae Isol	False	False	False	not_gated	0			0	0	0	0	none	FILLED	not_gated
PRJNA503964	host	tail100	False	PMC7364214	europepmc_fulltext	True	True	https://doi.org/10.1128/msphere.00428-20	Horizontal Plasmid Transfer among Klebsiella pneumoniae Isol	False	False	False	not_gated	0			0	0	0	0	none	FILLED	not_gated
PRJNA508760	country	tail100	False	PMC6521586	europepmc_fulltext	True	True	https://doi.org/10.1099/mgen.0.000263	Rapid phenotypic evolution in multidrug-resistant Klebsiella	False	False	False	not_gated	0			0	0	0	0	none	FILLED	not_gated
PRJNA508760	collection_date	tail100	False	PMC6521586	europepmc_fulltext	True	True	https://doi.org/10.1099/mgen.0.000263	Rapid phenotypic evolution in multidrug-resistant Klebsiella	False	False	False	not_gated	0			0	0	0	0	none	FILLED	not_gated
