study_accession	study_type	study_type_excluded	paper_records_in_taxon	paper_coverage_for_taxon	needs_manual_download	fulltext_source	is_full_text	grade_context_chars	full_text_would_help	model	study_setting__value	study_setting__grade	amr_study__value	amr_study__grade	amr_target__value	amr_target__grade	amr_method__value	amr_method__grade	cohort_age__value	cohort_age__grade	backfill_country__value	backfill_country__whole_project	backfill_isolation_source__value	backfill_isolation_source__whole_project	backfill_host__value	backfill_host__whole_project	backfill_collection_date__value	backfill_collection_date__whole_project
PRJNA891092	observational	False	8	1.0	False	europepmc_fulltext	True	24404	False	claude-sonnet-4-6	hospital	gradeable	amr	gradeable	other	gradeable	ast_result	gradeable	mixed	gradeable	Germany	True		False	human	True	2022-04-30	True
PRJNA523732	other	False			False	none	False	0	False	claude-sonnet-4-6		not_gradeable	mixed	gradeable	carbapenem	gradeable	ast_result	gradeable		not_gradeable		False		False		False		False
PRJNA613777	observational	False	8	1.0	False	europepmc_fulltext	True	42794	False	claude-sonnet-4-6	hospital	gradeable	amr	gradeable	carbapenem	gradeable	pcr_gene_presence	gradeable		not_gradeable	France	True		False	human	True		False
PRJNA396838	observational	False	7	0.875	False	europepmc_fulltext	True	26607	False	claude-sonnet-4-6	hospital	gradeable	amr	gradeable	carbapenem	gradeable	ast_result	partial		not_gradeable	Romania	True		False	human	True		False
PRJNA506754	observational	False	8	1.1429	False	europepmc_fulltext	True	34788	False	claude-sonnet-4-6	hospital	gradeable	amr	gradeable	carbapenem	gradeable	ast_result	gradeable		not_gradeable	China	True	sputum	False	human	False	2017-08-16	True
PRJNA644880	observational	False			True	none	False	0	False	claude-sonnet-4-6	hospital	gradeable	amr	gradeable	carbapenem	gradeable	ast_result	gradeable		not_gradeable	Thailand	True		False	human	True		False
PRJNA506070	observational	False			True	abstract	False	1676	False	claude-sonnet-4-6	hospital	gradeable	amr	gradeable	carbapenem	gradeable		not_gradeable		not_gradeable		False		False	human	True	2009-07-02	True
PRJNA841857	observational	False	7	1.0	False	europepmc_fulltext	True	10000	False	claude-sonnet-4-6	community	gradeable	amr	gradeable	other	gradeable	ast_result	gradeable		not_gradeable	Tunisia	True	seafood	False		False		False
PRJNA942340	observational	False			True	none	False	0	False	claude-sonnet-4-6		not_gradeable	amr	gradeable	carbapenem	gradeable	pcr_gene_presence	gradeable		not_gradeable		False		False		False		False
PRJNA508509	observational	False			False	none	False	0	False	claude-sonnet-4-6	hospital	gradeable	amr	gradeable	carbapenem	gradeable		not_gradeable		not_gradeable	Egypt	True		False	human	True		False
PRJNA656363	observational	False			True	none	False	0	False	claude-sonnet-4-6	community	gradeable	amr	gradeable	third_gen_cephalosporin	gradeable		not_gradeable		not_gradeable		False	urine	True	human	True		False
PRJNA640587	observational	False	7	1.0	False	europepmc_fulltext	True	4473	False	claude-sonnet-4-6	hospital	gradeable	amr	gradeable	third_gen_cephalosporin	gradeable	pcr_gene_presence	gradeable		not_gradeable	USA	True		False	human	True		False
PRJNA523730	other	False			False	none	False	0	False	claude-sonnet-4-6		not_gradeable	amr	gradeable	other	gradeable		not_gradeable		not_gradeable		False		False		False		False
PRJNA595047	observational	False	19	2.7143	False	europepmc_fulltext	True	36464	False	claude-sonnet-4-6	mixed	gradeable	amr	gradeable	other	gradeable	pcr_gene_presence	gradeable		not_gradeable	China	True		False		False		False
PRJDB9509	observational	False	5	0.7143	False	europepmc_fulltext	True	40812	False	claude-sonnet-4-6	hospital	gradeable	amr	partial	third_gen_cephalosporin	partial	pcr_gene_presence	partial	adult	partial	Japan	True	stool	False	human	True		False
PRJNA613629	observational	False			False	none	False	0	False	claude-sonnet-4-6		not_gradeable	amr	gradeable	carbapenem	gradeable		not_gradeable		not_gradeable		False		False		False		False
PRJNA600879	observational	False	7	1.0	False	europepmc_fulltext	True	10000	False	claude-sonnet-4-6	community	gradeable	amr	gradeable	third_gen_cephalosporin	gradeable	ast_result	gradeable		not_gradeable	Austria	True		False	horse	True		False
PRJNA482675	observational	False	7	1.0	True	none	False	0	False	claude-sonnet-4-6	community	gradeable		not_gradeable		not_gradeable		not_gradeable		not_gradeable	New Zealand	True		False	New Zealand sea lion	True		False
PRJNA1003529	observational	False			False	none	False	0	False	claude-sonnet-4-6	hospital	gradeable		not_gradeable		not_gradeable		not_gradeable		not_gradeable	Brazil	True		False	human	True		False
PRJNA476828	observational	False			False	none	False	0	False	claude-sonnet-4-6	community	gradeable	amr	gradeable	third_gen_cephalosporin	gradeable		not_gradeable		not_gradeable		False	stool or rectal swab	True	human	True		False
PRJNA911203	observational	False			False	none	False	0	False	claude-sonnet-4-6	community	gradeable	surveillance	gradeable		not_gradeable		not_gradeable		not_gradeable		False	gut	True	Anastrepha ludens	True		False
PRJNA853564	observational	False	7	1.0	False	europepmc_fulltext	True	27757	False	claude-sonnet-4-6	hospital	gradeable	mixed	gradeable	carbapenem	gradeable	ast_result	gradeable		not_gradeable	Italy	True		False	human	True		False
PRJNA420753	observational	False	8	1.1429	True	abstract	False	2464	False	claude-sonnet-4-6	hospital	gradeable	mixed	gradeable	other	gradeable	ast_result	gradeable		not_gradeable		False		False	human	True		False
PRJNA683049	observational	False	3	0.4286	False	europepmc_fulltext	True	5168	False	claude-sonnet-4-6	community	gradeable	surveillance	gradeable		not_gradeable		not_gradeable	adult	gradeable		False	urine	True	human	True		False
PRJEB39816	observational	False			True	none	False	0	False	claude-sonnet-4-6	hospital	gradeable		not_gradeable		not_gradeable		not_gradeable		not_gradeable		False		False	human	True		False
PRJNA962904	observational	False			False	none	False	0	False	claude-sonnet-4-6	mixed	gradeable		not_gradeable		not_gradeable		not_gradeable		not_gradeable		False		False	human	True		False
PRJNA1057770	experimental_evolution	True	7	1.0	False	europepmc_fulltext	True	42654	False	claude-sonnet-4-6		not_gradeable		not_gradeable		not_gradeable		not_gradeable		not_gradeable	China	True	sputum	False	human	False		False
PRJNA873263	observational	False	7	1.0	False	europepmc_fulltext	True	45808	False	claude-sonnet-4-6	community	gradeable	surveillance	gradeable		not_gradeable		not_gradeable		not_gradeable	Austria	True	wastewater	True	wastewater	True	2020-07-16	True
PRJNA856883	observational	False			False	none	False	0	False	claude-sonnet-4-6	community	gradeable	amr	gradeable	third_gen_cephalosporin	gradeable		not_gradeable		not_gradeable		False		False	companion animals	True		False
PRJNA1023396	observational	False			False	none	False	0	False	claude-sonnet-4-6	community	gradeable		not_gradeable		not_gradeable		not_gradeable		not_gradeable		False		False	companion animal	True		False
PRJNA748260	observational	False			True	none	False	0	False	claude-sonnet-4-6	hospital	gradeable	amr	gradeable	carbapenem	gradeable	pcr_gene_presence	gradeable		not_gradeable	Russia	True		False	human	True		False
PRJEB25904	observational	False	7	1.0	True	none	False	0	False	claude-sonnet-4-6	hospital	gradeable	surveillance	gradeable		not_gradeable		not_gradeable	newborn_young_child	gradeable	Germany	True	skin swab	True	human	True		False
PRJNA374958	observational	False			False	none	False	0	False	claude-sonnet-4-6	hospital	gradeable	amr	gradeable		not_gradeable		not_gradeable		not_gradeable	Brazil	True		False	human	True		False
PRJNA1072756	observational	False			True	abstract	False	1707	False	claude-sonnet-4-6	hospital	gradeable	amr	gradeable		not_gradeable		not_gradeable		not_gradeable	India	True	stool	True	human	True		False
PRJNA1069381	experimental_evolution	True			True	none	False	0	False	claude-sonnet-4-6		not_gradeable		not_gradeable		not_gradeable		not_gradeable		not_gradeable		False		False		False		False
PRJNA716436	observational	False			False	none	False	0	False	claude-sonnet-4-6		not_gradeable		not_gradeable		not_gradeable		not_gradeable		not_gradeable		False		False		False		False
PRJNA825843	observational	False			False	none	False	0	False	claude-sonnet-4-6	community	gradeable	surveillance	gradeable		not_gradeable		not_gradeable		not_gradeable	USA	True		False		False		False
PRJEB48690	experimental_evolution	True	6	1.0	False	europepmc_fulltext	True	10000	False	claude-sonnet-4-6	hospital	partial	amr	gradeable	other	gradeable	ast_result	gradeable		not_gradeable	Germany	True		False		False	2020-01-01	True
PRJNA664939	observational	False			True	abstract	False	1913	False	claude-sonnet-4-6	community	gradeable	amr	gradeable	other	gradeable	ast_result	gradeable		not_gradeable	USA	True	wastewater	True	wastewater	True		False
PRJNA907528	observational	False			False	none	False	0	False	claude-sonnet-4-6	hospital	gradeable	surveillance	gradeable		not_gradeable		not_gradeable		not_gradeable		False		False	human	True		False
PRJNA690196	observational	False			True	none	False	0	True	claude-sonnet-4-6		not_gradeable	amr	gradeable	carbapenem	gradeable	pcr_gene_presence	gradeable		not_gradeable		False		False	human	False		False
PRJNA184888	observational	False			True	abstract	False	405	False	claude-sonnet-4-6	hospital	gradeable	surveillance	gradeable		not_gradeable		not_gradeable		not_gradeable		False		False	human	True		False
PRJNA1101420	observational	False			False	none	False	0	False	claude-sonnet-4-6	hospital	gradeable	amr	gradeable		not_gradeable		not_gradeable		not_gradeable		False		False	human	True		False
PRJNA824073	observational	False			False	none	False	0	False	claude-sonnet-4-6	community	gradeable	surveillance	gradeable		not_gradeable		not_gradeable		not_gradeable	USA	True		False		False		False
PRJEB29745	observational	False	6	1.0	False	europepmc_fulltext	True	10000	False	claude-sonnet-4-6	community	gradeable	amr	gradeable	third_gen_cephalosporin	gradeable	ast_result	gradeable		not_gradeable	Germany	True	surface water	True	water	True	2017-07-02	True
PRJNA499091	observational	False			True	none	False	0	False	claude-sonnet-4-6		not_gradeable	amr	gradeable	carbapenem	gradeable		not_gradeable		not_gradeable		False		False		False		False
PRJNA504930	experimental_evolution	True	6	1.0	False	europepmc_fulltext	True	27719	False	claude-sonnet-4-6	hospital	gradeable	amr	gradeable	carbapenem	gradeable	ast_result	gradeable		not_gradeable	China	True		False	human	False	2013-12-31	True
PRJEB23315	experimental_evolution	True	6	1.0	False	europepmc_fulltext	True	10000	False	claude-sonnet-4-6		not_gradeable	mixed	gradeable	carbapenem	gradeable	pcr_gene_presence	gradeable		not_gradeable		False		False	human	False		False
PRJEB40388	observational	False	6	1.0	False	europepmc_fulltext	True	44362	False	claude-sonnet-4-6	hospital	gradeable	amr	gradeable	carbapenem	gradeable	pcr_gene_presence	gradeable		not_gradeable	Italy	True	rectal swab	False	human	True	2016-02-25	True
PRJNA916215	observational	False	0	0.0	False	europepmc_fulltext	True	10000	False	claude-sonnet-4-6		not_gradeable		not_gradeable		not_gradeable		not_gradeable		not_gradeable	Germany	False	feces or mucosal swab (rectum or small intestine)	False	pig	False		False
PRJNA561426	observational	False			True	none	False	0	False	claude-sonnet-4-6	hospital	gradeable	amr	gradeable	carbapenem	gradeable		not_gradeable		not_gradeable		False		False	human	True		False
PRJEB26677	observational	False	203	33.8333	False	europepmc_fulltext	True	50000	False	claude-sonnet-4-6	mixed	gradeable	amr	gradeable	third_gen_cephalosporin	gradeable	ast_result	gradeable	adult	gradeable	Malawi	True	faeces	True	human	True	2017-12-11	True
PRJNA947837	experimental_evolution	True	4	0.6667	False	europepmc_fulltext	True	10000	False	claude-sonnet-4-6		not_gradeable	mixed	gradeable	other	gradeable	ast_result	gradeable		not_gradeable		False		False		False		False
PRJNA561052	observational	False			False	none	False	0	False	claude-sonnet-4-6		not_gradeable		not_gradeable		not_gradeable		not_gradeable		not_gradeable		False		False		False		False
PRJNA610191	observational	False			True	none	False	0	False	claude-sonnet-4-6	community	gradeable	amr	gradeable		not_gradeable		not_gradeable		not_gradeable		False		False		False		False
PRJNA476187	observational	False			False	none	False	0	False	claude-sonnet-4-6		not_gradeable		not_gradeable		not_gradeable		not_gradeable		not_gradeable	Australia	True		False		False		False
PRJEB70870	observational	False	5	0.8333	True	none	False	0	False	claude-sonnet-4-6	community	gradeable	amr	gradeable	third_gen_cephalosporin	gradeable	ast_result	gradeable		not_gradeable	South Africa	True	abattoir wastewater	False	wastewater	True		False
PRJDB9461	observational	False			True	abstract	False	997	False	claude-sonnet-4-6	hospital	gradeable	surveillance	gradeable		not_gradeable		not_gradeable		not_gradeable		False	blood	True	human	True		False
PRJNA985853	observational	False			False	none	False	0	False	claude-sonnet-4-6		not_gradeable		not_gradeable		not_gradeable		not_gradeable		not_gradeable		False		False	Klebsiella pneumoniae	False		False
PRJNA822025	experimental_evolution	True	6	1.0	False	europepmc_fulltext	True	10000	False	claude-sonnet-4-6		not_gradeable		not_gradeable		not_gradeable		not_gradeable		not_gradeable	China	True		False		False		False
PRJNA342046	observational	False	0	0.0	False	europepmc_fulltext	True	4233	False	claude-sonnet-4-6		not_gradeable		not_gradeable		not_gradeable		not_gradeable		not_gradeable		False		False		False		False
PRJNA542787	experimental_evolution	True	5	0.8333	False	europepmc_fulltext	True	24386	False	claude-sonnet-4-6	hospital	gradeable	amr	gradeable	carbapenem	gradeable	pcr_gene_presence	gradeable		not_gradeable		False		False	human	True		False
PRJNA312972	observational	False			False	none	False	0	False	claude-sonnet-4-6	hospital	gradeable	amr	gradeable	carbapenem	gradeable		not_gradeable		not_gradeable		False		False	human	True		False
PRJNA791169	observational	False	6	1.0	False	europepmc_fulltext	True	35300	False	claude-sonnet-4-6	hospital	gradeable	surveillance	gradeable		not_gradeable		not_gradeable	adult	partial	China	True	sputum	False	human	True		False
PRJEB55525	observational	False	6	1.0	False	europepmc_fulltext	True	50000	False	claude-sonnet-4-6	community	gradeable	amr	gradeable	third_gen_cephalosporin	gradeable	pcr_gene_presence	gradeable	mixed	partial	Portugal	True	faeces	False		False		False
PRJNA1044302	experimental_evolution	True	6	1.0	False	europepmc_fulltext	True	10000	False	claude-sonnet-4-6		not_gradeable		not_gradeable		not_gradeable		not_gradeable		not_gradeable	Finland	True		False	human	False		False
PRJNA992249	observational	False			False	none	False	0	False	claude-sonnet-4-6		not_gradeable		not_gradeable		not_gradeable		not_gradeable		not_gradeable		False		False	human	True		False
PRJNA1039570	observational	False	6	1.0	False	europepmc_fulltext	True	6209	False	claude-sonnet-4-6	community	gradeable	surveillance	gradeable		not_gradeable		not_gradeable		not_gradeable	South Korea	True		False		False		False
PRJEB45084	observational	False	6	1.0	False	europepmc_fulltext	True	47620	False	claude-sonnet-4-6	hospital	gradeable	surveillance	gradeable		not_gradeable		not_gradeable		not_gradeable	Norway	True	blood	True	human	True		False
PRJEB34874	observational	False	6	1.0	False	europepmc_fulltext	True	34836	False	claude-sonnet-4-6	community	gradeable	amr	gradeable	other	gradeable	pcr_gene_presence	gradeable		not_gradeable	Czechia	True	turkey meat or liver	False	turkey	True		False
PRJNA861272	observational	False			False	none	False	0	False	claude-sonnet-4-6		not_gradeable		not_gradeable		not_gradeable		not_gradeable		not_gradeable	Ecuador	True		False		False		False
PRJNA949453	experimental_evolution	True	6	1.0	False	europepmc_fulltext	True	10000	False	claude-sonnet-4-6		not_gradeable		not_gradeable		not_gradeable		not_gradeable		not_gradeable	Belgium	True	Galleria mellonella haemocoel	True	Galleria mellonella	True		False
PRJEB56148	observational	False	6	1.0	True	abstract	False	2490	False	claude-sonnet-4-6	community	gradeable	amr	gradeable	third_gen_cephalosporin	gradeable	ast_result	gradeable	adult	gradeable	Switzerland	True		False	human	True	2019-09-15	True
PRJNA1106484	observational	False			True	abstract	False	1915	False	claude-sonnet-4-6	community	gradeable	amr	gradeable	carbapenem	gradeable	ast_result	gradeable	adult	gradeable	USA	True		False	human	True		False
PRJEB71832	observational	False			True	abstract	False	2147	False	claude-sonnet-4-6	hospital	gradeable	amr	gradeable	third_gen_cephalosporin	gradeable	ast_result	gradeable	adult	gradeable	Switzerland	True	rectal swab	True	human	True	2022-10-01	True
PRJEB29928	observational	False	6	1.2	False	europepmc_fulltext	True	50000	False	claude-sonnet-4-6	mixed	gradeable	surveillance	gradeable		not_gradeable		not_gradeable		not_gradeable	Australia	True		False	human	True		False
PRJEB23294	experimental_evolution	True	0	0.0	False	europepmc_fulltext	True	10000	False	claude-sonnet-4-6		not_gradeable		not_gradeable		not_gradeable		not_gradeable		not_gradeable		False		False		False		False
PRJNA1058428	observational	False	4	0.8	True	abstract	False	1643	False	claude-sonnet-4-6	hospital	gradeable	mixed	gradeable	other	gradeable	ast_result	gradeable		not_gradeable		False		False	human	True		False
PRJNA1123194	other	False			True	none	False	0	False	claude-sonnet-4-6		not_gradeable		not_gradeable		not_gradeable		not_gradeable		not_gradeable		False		False		False		False
PRJEB26081	observational	False			False	none	False	0	False	claude-sonnet-4-6		not_gradeable	surveillance	gradeable		not_gradeable		not_gradeable		not_gradeable		False		False		False		False
PRJNA1063361	observational	False	5	1.0	False	europepmc_fulltext	True	50000	False	claude-sonnet-4-6	hospital	gradeable	amr	gradeable	other	gradeable	ast_result	gradeable		not_gradeable	Egypt	True		False	human	True	2021-04-16	True
PRJEB23879	observational	False			False	none	False	0	False	claude-sonnet-4-6		not_gradeable	amr	gradeable	other	gradeable	pcr_gene_presence	gradeable		not_gradeable		False		False		False		False
