study_accession	field	fold	none_found	chosen_pmcid	fulltext_source	is_full_text	paper_resolved	paper_url	paper_title	manual_pdf_present	manual_pdf_readable	supp_present	gate_status	n_blank	per_sample_method	zero_reason	n_whole_field	n_per_sample	n_escalation	remaining_est	escalation_status	resolution_state	recoverability
PRJDB5126	country	tail25_49	False	PMC6395922	pdf	True	True	https://doi.org/10.1128/aac.01924-18	Spreading Patterns of NDM-Producing <i>Enterobacteriaceae</i	False	False	False	not_gated	0	abstained		0	0	0	0	not_generated	FILLED	not_gated
PRJDB5126	collection_date	tail25_49	False	PMC6395922	pdf	True	True	https://doi.org/10.1128/aac.01924-18	Spreading Patterns of NDM-Producing <i>Enterobacteriaceae</i	False	False	False	not_gated	0	abstained		0	0	0	0	not_generated	FILLED	not_gated
PRJDB5126	isolation_source	tail25_49	False	PMC6395922	pdf	True	True	https://doi.org/10.1128/aac.01924-18	Spreading Patterns of NDM-Producing <i>Enterobacteriaceae</i	False	False	False	residual_per_sample	45	abstained	no_supp	0	0	0	45	not_generated	EXHAUSTED	no_supp
PRJDB5126	host	tail25_49	False	PMC6395922	pdf	True	True	https://doi.org/10.1128/aac.01924-18	Spreading Patterns of NDM-Producing <i>Enterobacteriaceae</i	False	False	False	not_gated	0	abstained		0	0	0	0	not_generated	FILLED	not_gated
PRJDB5317	country	tail25_49	True		none	False	False			False	False	False	not_gated	0	NO_PMCID		0	0	0	0	not_generated	FILLED	not_gated
PRJDB5317	collection_date	tail25_49	True		none	False	False			False	False	False	not_gated	0	NO_PMCID		0	0	0	0	not_generated	FILLED	not_gated
PRJDB5317	isolation_source	tail25_49	True		none	False	False			False	False	False	residual_per_sample	27	NO_PMCID	NO_PMCID	0	0	0	27	not_generated	EXHAUSTED	no_paper_findable
PRJDB5317	host	tail25_49	True		none	False	False			False	False	False	not_gated	0	NO_PMCID		0	0	0	0	not_generated	FILLED	not_gated
PRJDB6565	country	tail25_49	False		pdf	True	True	https://doi.org/10.3412/jsb.77.129	[Regional dissemination of carbapenem-resistant Enterobacter	False	False	False	not_gated	0	NO_PMCID		0	0	0	0	not_generated	FILLED	not_gated
PRJDB6565	collection_date	tail25_49	False		pdf	True	True	https://doi.org/10.3412/jsb.77.129	[Regional dissemination of carbapenem-resistant Enterobacter	False	False	False	not_gated	0	NO_PMCID		0	0	0	0	not_generated	FILLED	not_gated
PRJDB6565	isolation_source	tail25_49	False		pdf	True	True	https://doi.org/10.3412/jsb.77.129	[Regional dissemination of carbapenem-resistant Enterobacter	False	False	False	covered	44	NO_PMCID		44	0	0	44	not_generated	FILLED	whole_field
PRJDB6565	host	tail25_49	False		pdf	True	True	https://doi.org/10.3412/jsb.77.129	[Regional dissemination of carbapenem-resistant Enterobacter	False	False	False	not_gated	0	NO_PMCID		0	0	0	0	not_generated	FILLED	not_gated
PRJDB8975	country	tail25_49	False	PMC9431462	europepmc_fulltext	True	True	https://doi.org/10.1128/spectrum.00673-22	Spread of Carbapenem-Resistant Klebsiella pneumoniae Clinica	False	False	False	not_gated	0	abstained		0	0	0	0	not_generated	FILLED	not_gated
PRJDB8975	collection_date	tail25_49	False	PMC9431462	europepmc_fulltext	True	True	https://doi.org/10.1128/spectrum.00673-22	Spread of Carbapenem-Resistant Klebsiella pneumoniae Clinica	False	False	False	not_gated	0	abstained		0	0	0	0	not_generated	FILLED	not_gated
PRJDB8975	isolation_source	tail25_49	False	PMC9431462	europepmc_fulltext	True	True	https://doi.org/10.1128/spectrum.00673-22	Spread of Carbapenem-Resistant Klebsiella pneumoniae Clinica	False	False	False	residual_per_sample	49	abstained	no_supp	0	0	0	49	not_generated	EXHAUSTED	no_supp
PRJDB8975	host	tail25_49	False	PMC9431462	europepmc_fulltext	True	True	https://doi.org/10.1128/spectrum.00673-22	Spread of Carbapenem-Resistant Klebsiella pneumoniae Clinica	False	False	False	not_gated	0	abstained		0	0	0	0	not_generated	FILLED	not_gated
PRJDB9036	country	tail25_49	False		none	False	False	https://doi.org/10.2147/IDR.S339543	Comprehensive Genomic Survey of Antimicrobial-Resistance Bac	False	False	False	not_gated	0	NO_PMCID		0	0	0	0	not_generated	FILLED	not_gated
PRJDB9036	collection_date	tail25_49	False		none	False	False	https://doi.org/10.2147/IDR.S339543	Comprehensive Genomic Survey of Antimicrobial-Resistance Bac	False	False	False	not_gated	0	NO_PMCID		0	0	0	0	not_generated	FILLED	not_gated
PRJDB9036	isolation_source	tail25_49	False		none	False	False	https://doi.org/10.2147/IDR.S339543	Comprehensive Genomic Survey of Antimicrobial-Resistance Bac	False	False	False	covered	34	NO_PMCID		34	0	0	34	not_generated	FILLED	whole_field
PRJDB9036	host	tail25_49	False		none	False	False	https://doi.org/10.2147/IDR.S339543	Comprehensive Genomic Survey of Antimicrobial-Resistance Bac	False	False	False	covered	30	NO_PMCID		30	0	0	30	not_generated	FILLED	whole_field
PRJEB14100	country	tail25_49	False	PMC10234813	europepmc_fulltext	True	True	https://doi.org/10.1038/s41564-023-01385-z	Particular genomic and virulence traits associated with pret	False	False	False	residual_per_sample	25	abstained		0	0	0	25	not_generated	BLOCKED	needs_linkage
PRJEB14100	collection_date	tail25_49	False	PMC10234813	europepmc_fulltext	True	True	https://doi.org/10.1038/s41564-023-01385-z	Particular genomic and virulence traits associated with pret	False	False	False	residual_per_sample	25	abstained		0	0	0	25	not_generated	BLOCKED	needs_linkage
PRJEB14100	isolation_source	tail25_49	False	PMC10234813	europepmc_fulltext	True	True	https://doi.org/10.1038/s41564-023-01385-z	Particular genomic and virulence traits associated with pret	False	False	False	residual_per_sample	25	abstained		0	0	0	25	not_generated	BLOCKED	needs_linkage
PRJEB14100	host	tail25_49	False	PMC10234813	europepmc_fulltext	True	True	https://doi.org/10.1038/s41564-023-01385-z	Particular genomic and virulence traits associated with pret	False	False	False	residual_per_sample	25	abstained		0	0	0	25	not_generated	BLOCKED	needs_linkage
PRJEB14854	country	tail25_49	False	PMC13148723	europepmc_fulltext	True	True	https://doi.org/10.1099/mgen.0.001654	Whole-genome sequencing to investigate the prevalence and tr	False	False	False	covered	31	abstained		31	0	0	31	not_generated	FILLED	whole_field
PRJEB14854	collection_date	tail25_49	False	PMC13148723	europepmc_fulltext	True	True	https://doi.org/10.1099/mgen.0.001654	Whole-genome sequencing to investigate the prevalence and tr	False	False	False	residual_per_sample	31	abstained	no_supp	0	0	0	31	not_generated	ACTIONABLE	fetch_supp_table
PRJEB14854	isolation_source	tail25_49	False	PMC13148723	europepmc_fulltext	True	True	https://doi.org/10.1099/mgen.0.001654	Whole-genome sequencing to investigate the prevalence and tr	False	False	False	residual_per_sample	31	abstained	no_supp	0	0	0	31	not_generated	ACTIONABLE	fetch_supp_table
PRJEB14854	host	tail25_49	False	PMC13148723	europepmc_fulltext	True	True	https://doi.org/10.1099/mgen.0.001654	Whole-genome sequencing to investigate the prevalence and tr	False	False	False	residual_per_sample	31	abstained	no_supp	0	0	0	31	not_generated	ACTIONABLE	fetch_supp_table
PRJEB19808	country	tail25_49	False		local_pdf	True	True	https://doi.org/10.1016/j.ijantimicag.2017.10.011	Expansion of KPC-producing Klebsiella pneumoniae with variou	True	True	False	covered	30	NO_PMCID		30	0	0	30	not_generated	FILLED	whole_field
PRJEB19808	collection_date	tail25_49	False		local_pdf	True	True	https://doi.org/10.1016/j.ijantimicag.2017.10.011	Expansion of KPC-producing Klebsiella pneumoniae with variou	True	True	False	covered	30	NO_PMCID		30	0	0	30	not_generated	FILLED	whole_field
PRJEB19808	isolation_source	tail25_49	False		local_pdf	True	True	https://doi.org/10.1016/j.ijantimicag.2017.10.011	Expansion of KPC-producing Klebsiella pneumoniae with variou	True	True	False	residual_per_sample	30	NO_PMCID	NO_PMCID	0	0	0	30	not_generated	EXHAUSTED	NO_PMCID
PRJEB19808	host	tail25_49	False		local_pdf	True	True	https://doi.org/10.1016/j.ijantimicag.2017.10.011	Expansion of KPC-producing Klebsiella pneumoniae with variou	True	True	False	covered	30	NO_PMCID		30	0	0	30	not_generated	FILLED	whole_field
PRJEB20875	country	tail25_49	False	PMC6171784	europepmc_fulltext	True	True	https://doi.org/10.1016/j.ijmm.2018.06.012	Predictors of the extended-spectrum-beta lactamases producin	False	False	False	covered	38	abstained		38	0	0	38	not_generated	FILLED	whole_field
PRJEB20875	collection_date	tail25_49	False	PMC6171784	europepmc_fulltext	True	True	https://doi.org/10.1016/j.ijmm.2018.06.012	Predictors of the extended-spectrum-beta lactamases producin	False	False	False	covered	38	abstained		38	0	0	38	not_generated	FILLED	whole_field
PRJEB20875	isolation_source	tail25_49	False	PMC6171784	europepmc_fulltext	True	True	https://doi.org/10.1016/j.ijmm.2018.06.012	Predictors of the extended-spectrum-beta lactamases producin	False	False	False	residual_per_sample	38	abstained	no_supp	0	0	0	38	not_generated	EXHAUSTED	no_supp
PRJEB20875	host	tail25_49	False	PMC6171784	europepmc_fulltext	True	True	https://doi.org/10.1016/j.ijmm.2018.06.012	Predictors of the extended-spectrum-beta lactamases producin	False	False	False	covered	38	abstained		38	0	0	38	not_generated	FILLED	whole_field
PRJEB21015	country	tail25_49	False		pdf	True	True	https://doi.org/10.1101/659771	Resistance to change? The impact of group medication on AMR 	False	False	False	covered	47	NO_PMCID		47	0	0	47	not_generated	FILLED	whole_field
PRJEB21015	collection_date	tail25_49	False		pdf	True	True	https://doi.org/10.1101/659771	Resistance to change? The impact of group medication on AMR 	False	False	False	covered	47	NO_PMCID		47	0	0	47	not_generated	FILLED	whole_field
PRJEB21015	isolation_source	tail25_49	False		pdf	True	True	https://doi.org/10.1101/659771	Resistance to change? The impact of group medication on AMR 	False	False	False	covered	47	NO_PMCID		47	0	0	47	not_generated	FILLED	whole_field
PRJEB21015	host	tail25_49	False		pdf	True	True	https://doi.org/10.1101/659771	Resistance to change? The impact of group medication on AMR 	False	False	False	covered	47	NO_PMCID		47	0	0	47	not_generated	FILLED	whole_field
PRJEB21292	country	tail25_49	False	PMC5527415	pdf	True	True	https://doi.org/10.1128/jcm.00535-17	Outbreak of NDM-1-Producing Klebsiella pneumoniae in a Dutch	False	False	False	not_gated	0	abstained		0	0	0	0	not_generated	FILLED	not_gated
PRJEB21292	collection_date	tail25_49	False	PMC5527415	pdf	True	True	https://doi.org/10.1128/jcm.00535-17	Outbreak of NDM-1-Producing Klebsiella pneumoniae in a Dutch	False	False	False	covered	33	abstained		33	0	0	33	not_generated	FILLED	whole_field
PRJEB21292	isolation_source	tail25_49	False	PMC5527415	pdf	True	True	https://doi.org/10.1128/jcm.00535-17	Outbreak of NDM-1-Producing Klebsiella pneumoniae in a Dutch	False	False	False	residual_per_sample	33	abstained	no_supp	0	0	0	33	not_generated	EXHAUSTED	no_supp
PRJEB21292	host	tail25_49	False	PMC5527415	pdf	True	True	https://doi.org/10.1128/jcm.00535-17	Outbreak of NDM-1-Producing Klebsiella pneumoniae in a Dutch	False	False	False	covered	33	abstained		33	0	0	33	not_generated	FILLED	whole_field
PRJEB25080	country	tail25_49	False	PMC6117087	europepmc_fulltext	True	True	https://doi.org/10.1371/journal.pone.0203338	Extended-spectrum beta-lactamase producing Enterobacteriacea	False	False	False	covered	33	abstained		33	0	0	33	not_generated	FILLED	whole_field
PRJEB25080	collection_date	tail25_49	False	PMC6117087	europepmc_fulltext	True	True	https://doi.org/10.1371/journal.pone.0203338	Extended-spectrum beta-lactamase producing Enterobacteriacea	False	False	False	residual_per_sample	34	abstained		0	0	0	34	not_generated	BLOCKED	needs_linkage
PRJEB25080	isolation_source	tail25_49	False	PMC6117087	europepmc_fulltext	True	True	https://doi.org/10.1371/journal.pone.0203338	Extended-spectrum beta-lactamase producing Enterobacteriacea	False	False	False	covered	34	abstained		34	0	0	34	not_generated	FILLED	whole_field
PRJEB25080	host	tail25_49	False	PMC6117087	europepmc_fulltext	True	True	https://doi.org/10.1371/journal.pone.0203338	Extended-spectrum beta-lactamase producing Enterobacteriacea	False	False	False	covered	34	abstained		34	0	0	34	not_generated	FILLED	whole_field
PRJEB25746	country	tail25_49	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJEB25746	collection_date	tail25_49	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJEB25746	isolation_source	tail25_49	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJEB25746	host	tail25_49	True		none	False	False			False	False	False	not_gated	0			0	0	0	0	not_generated	FILLED	not_gated
PRJEB27508	country	tail25_49	False	PMC7005014	europepmc_fulltext	True	True	https://doi.org/10.3389/fmicb.2019.02961	Core/Whole Genome Multilocus Sequence Typing and Core Genome	False	False	False	not_gated	0	abstained		0	0	0	0	not_generated	FILLED	not_gated
PRJEB27508	collection_date	tail25_49	False	PMC7005014	europepmc_fulltext	True	True	https://doi.org/10.3389/fmicb.2019.02961	Core/Whole Genome Multilocus Sequence Typing and Core Genome	False	False	False	covered	37	abstained		37	0	0	37	not_generated	FILLED	whole_field
PRJEB27508	isolation_source	tail25_49	False	PMC7005014	europepmc_fulltext	True	True	https://doi.org/10.3389/fmicb.2019.02961	Core/Whole Genome Multilocus Sequence Typing and Core Genome	False	False	False	residual_per_sample	37	abstained		0	0	0	37	not_generated	BLOCKED	needs_linkage
PRJEB27508	host	tail25_49	False	PMC7005014	europepmc_fulltext	True	True	https://doi.org/10.3389/fmicb.2019.02961	Core/Whole Genome Multilocus Sequence Typing and Core Genome	False	False	False	covered	37	abstained		37	0	0	37	not_generated	FILLED	whole_field
PRJEB3255	country	tail25_49	False	PMC4584482	europepmc_fulltext	True	True	https://doi.org/10.1186/s13073-015-0222-7	The Murray collection of pre-antibiotic era Enterobacteriaca	False	False	False	residual_per_sample	42	two_hop	field_not_in_table	0	0	0	42	not_generated	EXHAUSTED	field_not_in_table
PRJEB3255	collection_date	tail25_49	False	PMC4584482	europepmc_fulltext	True	True	https://doi.org/10.1186/s13073-015-0222-7	The Murray collection of pre-antibiotic era Enterobacteriaca	False	False	False	covered	42	two_hop		0	37	0	5	not_generated	FILLED	whole_field
PRJEB3255	isolation_source	tail25_49	False	PMC4584482	europepmc_fulltext	True	True	https://doi.org/10.1186/s13073-015-0222-7	The Murray collection of pre-antibiotic era Enterobacteriaca	False	False	False	covered	42	two_hop		0	25	0	17	not_generated	FILLED	whole_field
PRJEB3255	host	tail25_49	False	PMC4584482	europepmc_fulltext	True	True	https://doi.org/10.1186/s13073-015-0222-7	The Murray collection of pre-antibiotic era Enterobacteriaca	False	False	False	covered	42	two_hop		42	0	0	42	not_generated	FILLED	whole_field
PRJEB32657	country	tail25_49	False	PMC12612273	europepmc_fulltext	True	True	https://doi.org/10.1038/s41467-025-65266-1	Circulation of Salmonella spp. between humans, animals and t	False	False	False	covered	27	abstained		27	0	0	27	not_generated	FILLED	whole_field
PRJEB32657	collection_date	tail25_49	False	PMC12612273	europepmc_fulltext	True	True	https://doi.org/10.1038/s41467-025-65266-1	Circulation of Salmonella spp. between humans, animals and t	False	False	False	covered	27	abstained		27	0	0	27	not_generated	FILLED	whole_field
PRJEB32657	isolation_source	tail25_49	False	PMC12612273	europepmc_fulltext	True	True	https://doi.org/10.1038/s41467-025-65266-1	Circulation of Salmonella spp. between humans, animals and t	False	False	False	residual_per_sample	27	abstained		0	0	0	27	not_generated	BLOCKED	needs_linkage
PRJEB32657	host	tail25_49	False	PMC12612273	europepmc_fulltext	True	True	https://doi.org/10.1038/s41467-025-65266-1	Circulation of Salmonella spp. between humans, animals and t	False	False	False	residual_per_sample	27	abstained		0	0	0	27	not_generated	BLOCKED	needs_linkage
PRJEB32863	country	tail25_49	False	PMC7153892	europepmc_fulltext	True	True	https://doi.org/10.1371/journal.pone.0231503	Whole genome sequencing characterization of Slovenian carbap	False	False	False	not_gated	0	abstained		0	0	0	0	not_generated	FILLED	not_gated
PRJEB32863	collection_date	tail25_49	False	PMC7153892	europepmc_fulltext	True	True	https://doi.org/10.1371/journal.pone.0231503	Whole genome sequencing characterization of Slovenian carbap	False	False	False	not_gated	0	abstained		0	0	0	0	not_generated	FILLED	not_gated
PRJEB32863	isolation_source	tail25_49	False	PMC7153892	europepmc_fulltext	True	True	https://doi.org/10.1371/journal.pone.0231503	Whole genome sequencing characterization of Slovenian carbap	False	False	False	not_gated	0	abstained		0	0	0	0	not_generated	FILLED	not_gated
PRJEB32863	host	tail25_49	False	PMC7153892	europepmc_fulltext	True	True	https://doi.org/10.1371/journal.pone.0231503	Whole genome sequencing characterization of Slovenian carbap	False	False	False	covered	37	abstained		37	0	0	37	not_generated	FILLED	whole_field
PRJEB34532	country	tail25_49	False	PMC3381403	europepmc_fulltext	True	True	https://doi.org/10.3201/eid1707.110209	Extended-spectrum β-lactamase genes of Escherichia coli in c	False	False	False	not_gated	0	abstained		0	0	0	0	not_generated	FILLED	not_gated
PRJEB34532	collection_date	tail25_49	False	PMC3381403	europepmc_fulltext	True	True	https://doi.org/10.3201/eid1707.110209	Extended-spectrum β-lactamase genes of Escherichia coli in c	False	False	False	not_gated	0	abstained		0	0	0	0	not_generated	FILLED	not_gated
PRJEB34532	isolation_source	tail25_49	False	PMC3381403	europepmc_fulltext	True	True	https://doi.org/10.3201/eid1707.110209	Extended-spectrum β-lactamase genes of Escherichia coli in c	False	False	False	residual_per_sample	46	abstained	no_supp	0	0	0	46	not_generated	EXHAUSTED	no_supp
PRJEB34532	host	tail25_49	False	PMC3381403	europepmc_fulltext	True	True	https://doi.org/10.3201/eid1707.110209	Extended-spectrum β-lactamase genes of Escherichia coli in c	False	False	False	not_gated	0	abstained		0	0	0	0	not_generated	FILLED	not_gated
PRJEB34793	country	tail25_49	False	PMC7005322	europepmc_fulltext	True	True	https://doi.org/10.1038/s41467-020-14570-z	Bacterial adaptation is constrained in complex communities.	False	False	False	covered	49	abstained		49	0	0	49	not_generated	FILLED	whole_field
PRJEB34793	collection_date	tail25_49	False	PMC7005322	europepmc_fulltext	True	True	https://doi.org/10.1038/s41467-020-14570-z	Bacterial adaptation is constrained in complex communities.	False	False	False	covered	49	abstained		49	0	0	49	not_generated	FILLED	whole_field
PRJEB34793	isolation_source	tail25_49	False	PMC7005322	europepmc_fulltext	True	True	https://doi.org/10.1038/s41467-020-14570-z	Bacterial adaptation is constrained in complex communities.	False	False	False	covered	49	abstained		49	0	0	49	not_generated	FILLED	whole_field
PRJEB34793	host	tail25_49	False	PMC7005322	europepmc_fulltext	True	True	https://doi.org/10.1038/s41467-020-14570-z	Bacterial adaptation is constrained in complex communities.	False	False	False	covered	49	abstained		49	0	0	49	not_generated	FILLED	whole_field
PRJEB35248	country	tail25_49	False	PMC8598304	europepmc_fulltext	True	True	https://doi.org/10.1093/jac/dkab328	Rapid high-resolution detection of colistin resistance in Gr	False	False	False	not_gated	0	abstained		0	0	0	0	not_generated	FILLED	not_gated
PRJEB35248	collection_date	tail25_49	False	PMC8598304	europepmc_fulltext	True	True	https://doi.org/10.1093/jac/dkab328	Rapid high-resolution detection of colistin resistance in Gr	False	False	False	not_gated	0	abstained		0	0	0	0	not_generated	FILLED	not_gated
PRJEB35248	isolation_source	tail25_49	False	PMC8598304	europepmc_fulltext	True	True	https://doi.org/10.1093/jac/dkab328	Rapid high-resolution detection of colistin resistance in Gr	False	False	False	not_gated	0	abstained		0	0	0	0	not_generated	FILLED	not_gated
PRJEB35248	host	tail25_49	False	PMC8598304	europepmc_fulltext	True	True	https://doi.org/10.1093/jac/dkab328	Rapid high-resolution detection of colistin resistance in Gr	False	False	False	covered	28	abstained		28	0	0	28	not_generated	FILLED	whole_field
PRJEB36171	country	tail25_49	False	PMC6987216	europepmc_fulltext	True	True	https://doi.org/10.1038/s41598-020-57742-z	EasyPrimer: user-friendly tool for pan-PCR/HRM primers desig	False	False	False	not_gated	0	abstained		0	0	0	0	not_generated	FILLED	not_gated
PRJEB36171	collection_date	tail25_49	False	PMC6987216	europepmc_fulltext	True	True	https://doi.org/10.1038/s41598-020-57742-z	EasyPrimer: user-friendly tool for pan-PCR/HRM primers desig	False	False	False	not_gated	0	abstained		0	0	0	0	not_generated	FILLED	not_gated
PRJEB36171	isolation_source	tail25_49	False	PMC6987216	europepmc_fulltext	True	True	https://doi.org/10.1038/s41598-020-57742-z	EasyPrimer: user-friendly tool for pan-PCR/HRM primers desig	False	False	False	not_gated	0	abstained		0	0	0	0	not_generated	FILLED	not_gated
PRJEB36171	host	tail25_49	False	PMC6987216	europepmc_fulltext	True	True	https://doi.org/10.1038/s41598-020-57742-z	EasyPrimer: user-friendly tool for pan-PCR/HRM primers desig	False	False	False	covered	45	abstained		45	0	0	45	not_generated	FILLED	whole_field
PRJEB36919	country	tail25_49	True		none	False	False			False	False	False	residual_per_sample	41	NO_PMCID	NO_PMCID	0	0	0	41	not_generated	EXHAUSTED	no_paper_findable
PRJEB36919	collection_date	tail25_49	True		none	False	False			False	False	False	residual_per_sample	41	NO_PMCID	NO_PMCID	0	0	0	41	not_generated	EXHAUSTED	no_paper_findable
PRJEB36919	isolation_source	tail25_49	True		none	False	False			False	False	False	residual_per_sample	41	NO_PMCID	NO_PMCID	0	0	0	41	not_generated	EXHAUSTED	no_paper_findable
PRJEB36919	host	tail25_49	True		none	False	False			False	False	False	residual_per_sample	41	NO_PMCID	NO_PMCID	0	0	0	41	not_generated	EXHAUSTED	no_paper_findable
PRJEB37523	country	tail25_49	False	PMC7192099	europepmc_fulltext	True	True	https://doi.org/10.1093/ofid/ofaa109	High Carriage Rates of Multidrug-Resistant Gram-Negative Bac	False	False	False	not_gated	0	abstained		0	0	0	0	not_generated	FILLED	not_gated
PRJEB37523	collection_date	tail25_49	False	PMC7192099	europepmc_fulltext	True	True	https://doi.org/10.1093/ofid/ofaa109	High Carriage Rates of Multidrug-Resistant Gram-Negative Bac	False	False	False	not_gated	0	abstained		0	0	0	0	not_generated	FILLED	not_gated
PRJEB37523	isolation_source	tail25_49	False	PMC7192099	europepmc_fulltext	True	True	https://doi.org/10.1093/ofid/ofaa109	High Carriage Rates of Multidrug-Resistant Gram-Negative Bac	False	False	False	not_gated	0	abstained		0	0	0	0	not_generated	FILLED	not_gated
PRJEB37523	host	tail25_49	False	PMC7192099	europepmc_fulltext	True	True	https://doi.org/10.1093/ofid/ofaa109	High Carriage Rates of Multidrug-Resistant Gram-Negative Bac	False	False	False	residual_per_sample	39	abstained	no_supp	0	0	0	39	not_generated	EXHAUSTED	no_supp
PRJEB40571	country	tail25_49	False	PMC8477410	europepmc_fulltext	True	True	https://doi.org/10.1099/mgen.0.000567	Harmonization of whole-genome sequencing for outbreak survei	False	False	False	not_gated	0	abstained		0	0	0	0	not_generated	FILLED	not_gated
PRJEB40571	collection_date	tail25_49	False	PMC8477410	europepmc_fulltext	True	True	https://doi.org/10.1099/mgen.0.000567	Harmonization of whole-genome sequencing for outbreak survei	False	False	False	not_gated	0	abstained		0	0	0	0	not_generated	FILLED	not_gated
PRJEB40571	isolation_source	tail25_49	False	PMC8477410	europepmc_fulltext	True	True	https://doi.org/10.1099/mgen.0.000567	Harmonization of whole-genome sequencing for outbreak survei	False	False	False	not_gated	0	abstained		0	0	0	0	not_generated	FILLED	not_gated
PRJEB40571	host	tail25_49	False	PMC8477410	europepmc_fulltext	True	True	https://doi.org/10.1099/mgen.0.000567	Harmonization of whole-genome sequencing for outbreak survei	False	False	False	covered	27	abstained		27	0	0	27	not_generated	FILLED	whole_field
